Date/Time,Electricity:Facility [J](Hourly) 
 06/14  07:00:00,3364362148.773255 
 06/14  08:00:00,4838256940.965453 
 06/14  09:00:00,5069105449.562108 
 06/14  10:00:00,4962750667.142154 
 06/14  11:00:00,5066563252.886759 
 06/14  12:00:00,4830891125.468246 
 06/14  13:00:00,5175140887.355273 
 06/14  14:00:00,5267585414.336929 
 06/14  15:00:00,5261582012.446903 
 06/14  16:00:00,5556095162.172333 
 06/14  17:00:00,4485085062.604364 
 06/14  18:00:00,4060739448.3699822 
 06/14  19:00:00,3896252461.3767605 
 06/14  20:00:00,3902600944.834355 
 06/14  21:00:00,3847360669.8800044 
 06/14  22:00:00,2881599073.3842316 
 06/14  23:00:00,2959264296.950672 
 06/14  24:00:00,2636609528.425348 
 06/15  01:00:00,2611825458.0259066 
 06/15  02:00:00,2739517924.2689586 
 06/15  03:00:00,2759249694.220753 
 06/15  04:00:00,2700033537.545022 
 06/15  05:00:00,2717544653.636791 
 06/15  06:00:00,3325071763.4487343 
 06/15  07:00:00,3564661122.011657 
 06/15  08:00:00,5191719831.607269 
 06/15  09:00:00,5218945009.574183 
 06/15  10:00:00,5247609087.229312 
 06/15  11:00:00,5309216345.063451 
 06/15  12:00:00,4962400972.002246 
 06/15  13:00:00,5337811418.03721 
 06/15  14:00:00,5391075889.977769 
 06/15  15:00:00,5501544639.077522 
 06/15  16:00:00,5769487634.27977 
 06/15  17:00:00,4706394404.045653 
 06/15  18:00:00,4244820271.740242 
 06/15  19:00:00,3895653468.5809565 
 06/15  20:00:00,3932406277.153599 
 06/15  21:00:00,3911949661.6426306 
 06/15  22:00:00,2940785373.590306 
 06/15  23:00:00,3036932636.5907564 
 06/15  24:00:00,2726905303.051239 
 06/16  01:00:00,2698136050.339224 
 06/16  02:00:00,2579881859.639486 
 06/16  03:00:00,2669755690.191984 
 06/16  04:00:00,2594930408.020384 
 06/16  05:00:00,2743071981.183762 
 06/16  06:00:00,3455810037.8254795 
 06/16  07:00:00,3683207483.5276985 
 06/16  08:00:00,5127311847.517479 
 06/16  09:00:00,5100677752.924965 
 06/16  10:00:00,4853323624.761645 
 06/16  11:00:00,4767631363.626919 
 06/16  12:00:00,4469457129.845721 
 06/16  13:00:00,4828907302.522505 
 06/16  14:00:00,4750860017.733792 
 06/16  15:00:00,4713762704.090572 
 06/16  16:00:00,5159408820.514968 
 06/16  17:00:00,4146203742.5564795 
 06/16  18:00:00,3786214304.6060524 
 06/16  19:00:00,3635845909.258937 
 06/16  20:00:00,3617588642.0331926 
 06/16  21:00:00,3555981045.131257 
 06/16  22:00:00,2461675869.337333 
 06/16  23:00:00,2480162243.3495708 
 06/16  24:00:00,2074857160.3998556 
 06/17  01:00:00,2058441243.7553616 
 06/17  02:00:00,2054226542.7545319 
 06/17  03:00:00,2052848053.5311937 
 06/17  04:00:00,2278726705.292044 
 06/17  05:00:00,2651475283.8404603 
 06/17  06:00:00,3409311599.144559 
 06/17  07:00:00,3296968786.144643 
 06/17  08:00:00,3625360896.7902527 
 06/17  09:00:00,3693380838.0125256 
 06/17  10:00:00,3566555000.7083025 
 06/17  11:00:00,3633876463.6834035 
 06/17  12:00:00,3274349475.568737 
 06/17  13:00:00,3288057399.6679506 
 06/17  14:00:00,3290744633.140395 
 06/17  15:00:00,3336587720.931984 
 06/17  16:00:00,3422348053.4534802 
 06/17  17:00:00,3149349386.293852 
 06/17  18:00:00,2998316122.6065345 
 06/17  19:00:00,2740575748.2751284 
 06/17  20:00:00,2930504789.2440014 
 06/17  21:00:00,2805059306.143864 
 06/17  22:00:00,2734564226.7890024 
 06/17  23:00:00,2596029841.3025055 
 06/17  24:00:00,2673965894.253208 
 06/18  01:00:00,2504068521.3490915 
 06/18  02:00:00,2720443424.2948136 
 06/18  03:00:00,2587966226.605645 
 06/18  04:00:00,2608589190.5686483 
 06/18  05:00:00,2486181728.4906697 
 06/18  06:00:00,2820914910.748232 
 06/18  07:00:00,2764069096.022669 
 06/18  08:00:00,2912992155.300536 
 06/18  09:00:00,2716722214.9607778 
 06/18  10:00:00,2797670426.7389016 
 06/18  11:00:00,2692747398.1024055 
 06/18  12:00:00,2776737992.7752013 
 06/18  13:00:00,2689032954.821557 
 06/18  14:00:00,2862019991.5012093 
 06/18  15:00:00,2770844174.672588 
 06/18  16:00:00,3215517583.6268473 
 06/18  17:00:00,3267837813.0472097 
 06/18  18:00:00,3290472012.2381907 
 06/18  19:00:00,2965378123.8840914 
 06/18  20:00:00,3172838135.2715416 
 06/18  21:00:00,2990705607.6121054 
 06/18  22:00:00,3037842445.8088126 
 06/18  23:00:00,2792188522.15559 
 06/18  24:00:00,2961395021.7669296 
 06/19  01:00:00,2718810568.7915707 
 06/19  02:00:00,2840265909.725021 
 06/19  03:00:00,2612882712.856654 
 06/19  04:00:00,2721682338.8372717 
 06/19  05:00:00,2738415990.531473 
 06/19  06:00:00,3626197500.690495 
 06/19  07:00:00,3781977872.810317 
 06/19  08:00:00,5451225385.88474 
 06/19  09:00:00,5444440580.870101 
 06/19  10:00:00,5502735724.676338 
 06/19  11:00:00,5456336406.151128 
 06/19  12:00:00,5231919825.043723 
 06/19  13:00:00,5591379275.555605 
 06/19  14:00:00,5685793891.2570505 
 06/19  15:00:00,5751506516.362837 
 06/19  16:00:00,5777577780.77114 
 06/19  17:00:00,4700864747.277159 
 06/19  18:00:00,4337968669.441246 
 06/19  19:00:00,4261134802.478592 
 06/19  20:00:00,4134848304.4183054 
 06/19  21:00:00,3983545852.850376 
 06/19  22:00:00,3030426026.803195 
 06/19  23:00:00,2937561079.265529 
 06/19  24:00:00,2667130237.323677 
 06/20  01:00:00,2696740836.807697 
 06/20  02:00:00,2720852854.9525223 
 06/20  03:00:00,2890351776.3098154 
 06/20  04:00:00,2925943795.7796626 
 06/20  05:00:00,3112443220.5982428 
 06/20  06:00:00,3916783654.5998874 
 06/20  07:00:00,4154579262.457947 
 06/20  08:00:00,5639549202.080572 
 06/20  09:00:00,5581732608.184488 
 06/20  10:00:00,5685056431.885635 
 06/20  11:00:00,5593600759.536709 
 06/20  12:00:00,5363406728.685298 
 06/20  13:00:00,5892440841.832713 
 06/20  14:00:00,5862811585.310763 
 06/20  15:00:00,5922772894.093835 
 06/20  16:00:00,6068313876.514082 
 06/20  17:00:00,4895426150.247003 
 06/20  18:00:00,4451837062.72619 
 06/20  19:00:00,4313638818.385389 
 06/20  20:00:00,4217472925.2894497 
 06/20  21:00:00,4163626453.128105 
 06/20  22:00:00,3061814995.71565 
 06/20  23:00:00,2919774094.1453395 
 06/20  24:00:00,2958212781.6147075 
 06/21  01:00:00,2798396083.2276754 
 06/21  02:00:00,2966510956.4884357 
 06/21  03:00:00,2806916419.535658 
 06/21  04:00:00,3028097776.513081 
 06/21  05:00:00,2996962444.2880197 
 06/21  06:00:00,4056790949.1252403 
 06/21  07:00:00,4214215567.80281 
 06/21  08:00:00,5832431273.559739 
 06/21  09:00:00,5729736066.684236 
 06/21  10:00:00,5694938546.842091 
 06/21  11:00:00,5659832456.923289 
 06/21  12:00:00,5409231674.165832 
 06/21  13:00:00,5861945242.178794 
 06/21  14:00:00,5879724931.796085 
 06/21  15:00:00,5995232879.85534 
 06/21  16:00:00,6112025132.918443 
 06/21  17:00:00,4888581977.139528 
 06/21  18:00:00,4404362651.793643 
 06/21  19:00:00,4204464330.1693764 
 06/21  20:00:00,4148288048.251254 
 06/21  21:00:00,4188444163.265604 
 06/21  22:00:00,3052520004.3902974 
 06/21  23:00:00,3040878322.309075 
 06/21  24:00:00,2798758007.902513 
 06/22  01:00:00,2833729981.548657 
 06/22  02:00:00,2834063584.010268 
 06/22  03:00:00,2952769902.276671 
 06/22  04:00:00,3011096244.405778 
 06/22  05:00:00,3241541742.6573668 
 06/22  06:00:00,4274610275.112663 
 06/22  07:00:00,4541986526.696579 
 06/22  08:00:00,5986331219.226147 
 06/22  09:00:00,5640639087.853262 
 06/22  10:00:00,5481077023.068063 
 06/22  11:00:00,5500706407.915317 
 06/22  12:00:00,5330415584.575922 
 06/22  13:00:00,5760166551.730842 
 06/22  14:00:00,5931843980.886406 
 06/22  15:00:00,6113489709.624437 
 06/22  16:00:00,6117414787.161952 
 06/22  17:00:00,4937254610.717001 
 06/22  18:00:00,4492655857.086113 
 06/22  19:00:00,4368947499.716385 
 06/22  20:00:00,4218098176.0447855 
 06/22  21:00:00,4029696671.3109417 
 06/22  22:00:00,2973193065.321565 
 06/22  23:00:00,2934869107.7512703 
 06/22  24:00:00,2962786289.130028 
 06/23  01:00:00,2723222073.293387 
 06/23  02:00:00,2889788078.28875 
 06/23  03:00:00,2711499347.231678 
 06/23  04:00:00,2949782077.0629025 
 06/23  05:00:00,2891054115.9679294 
 06/23  06:00:00,3940125907.093397 
 06/23  07:00:00,4139225488.8484926 
 06/23  08:00:00,5683300581.358525 
 06/23  09:00:00,5557761746.434869 
 06/23  10:00:00,5510879121.785878 
 06/23  11:00:00,5495642137.479283 
 06/23  12:00:00,5304011199.241055 
 06/23  13:00:00,5822019422.721637 
 06/23  14:00:00,5852386971.7298155 
 06/23  15:00:00,5985314506.90803 
 06/23  16:00:00,6133582760.705128 
 06/23  17:00:00,4983093007.792573 
 06/23  18:00:00,4559146558.048254 
 06/23  19:00:00,4333703871.730892 
 06/23  20:00:00,4241003113.9231796 
 06/23  21:00:00,4157498854.0691338 
 06/23  22:00:00,3085196900.3054996 
 06/23  23:00:00,3119743726.153752 
 06/23  24:00:00,2806878888.9736066 
 06/24  01:00:00,2852580950.945048 
 06/24  02:00:00,2775056370.816641 
 06/24  03:00:00,2816417125.7070527 
 06/24  04:00:00,2901960581.195872 
 06/24  05:00:00,3102404870.3582435 
 06/24  06:00:00,4042591740.0157776 
 06/24  07:00:00,4029279212.030594 
 06/24  08:00:00,4456153524.082366 
 06/24  09:00:00,4297394652.0099535 
 06/24  10:00:00,3931848996.651062 
 06/24  11:00:00,3922137143.6890316 
 06/24  12:00:00,3612105885.4989824 
 06/24  13:00:00,3869050856.5675797 
 06/24  14:00:00,4088564655.5627017 
 06/24  15:00:00,4257796864.2605057 
 06/24  16:00:00,4207601250.4359093 
 06/24  17:00:00,3319077483.628211 
 06/24  18:00:00,2961864240.1280365 
 06/24  19:00:00,2582441101.1707373 
 06/24  20:00:00,2760963628.67998 
 06/24  21:00:00,2615335037.545331 
 06/24  22:00:00,2619817411.7575417 
 06/24  23:00:00,2583275321.104694 
 06/24  24:00:00,2473548446.458054 
 06/25  01:00:00,2506858769.250359 
 06/25  02:00:00,2445926669.569181 
 06/25  03:00:00,2142668663.3984866 
 06/25  04:00:00,2193878341.740782 
 06/25  05:00:00,2381655895.4753094 
 06/25  06:00:00,2424696833.2679176 
 06/25  07:00:00,2922428465.1216307 
 06/25  08:00:00,3021266205.936247 
 06/25  09:00:00,2768782837.462654 
 06/25  10:00:00,2722951575.1747007 
 06/25  11:00:00,2553569553.2647753 
 06/25  12:00:00,2645712575.780234 
 06/25  13:00:00,2782225395.8315487 
 06/25  14:00:00,2980223421.5171347 
 06/25  15:00:00,2896883006.6138153 
 06/25  16:00:00,3092694730.446478 
 06/25  17:00:00,3171615858.948311 
 06/25  18:00:00,3170458492.385041 
 06/25  19:00:00,3034519788.253151 
 06/25  20:00:00,3153702599.9968266 
 06/25  21:00:00,2940607831.1875806 
 06/25  22:00:00,2928835254.1055665 
 06/25  23:00:00,2797118623.691891 
 06/25  24:00:00,2866700500.707897 
 06/26  01:00:00,2756337543.0416336 
 06/26  02:00:00,2820807530.6469226 
 06/26  03:00:00,2768415348.492284 
 06/26  04:00:00,2968988262.9267344 
 06/26  05:00:00,3010593814.601623 
 06/26  06:00:00,3970992563.2446623 
 06/26  07:00:00,4145682565.308655 
 06/26  08:00:00,5728338592.572708 
 06/26  09:00:00,5582141086.473858 
 06/26  10:00:00,5426166108.027601 
 06/26  11:00:00,5460906900.559949 
 06/26  12:00:00,5203123656.115196 
 06/26  13:00:00,5660916964.900651 
 06/26  14:00:00,5722795104.67962 
 06/26  15:00:00,5812679986.034888 
 06/26  16:00:00,5942336117.183353 
 06/26  17:00:00,4807550320.916371 
 06/26  18:00:00,4344383318.770842 
 06/26  19:00:00,4201062413.4278936 
 06/26  20:00:00,4210720487.1530232 
 06/26  21:00:00,4192119264.0112553 
 06/26  22:00:00,3026133088.988058 
 06/26  23:00:00,3130485329.9252863 
 06/26  24:00:00,2868528526.8719397 
 06/27  01:00:00,2853123466.306992 
 06/27  02:00:00,2769537422.79354 
 06/27  03:00:00,2849260983.9791727 
 06/27  04:00:00,2853065040.4705215 
 06/27  05:00:00,3005145613.8070717 
 06/27  06:00:00,3655152214.1787605 
 06/27  07:00:00,3772288071.3793774 
 06/27  08:00:00,5328589029.83776 
 06/27  09:00:00,5277893066.15592 
 06/27  10:00:00,5160110039.408203 
 06/27  11:00:00,5210723879.083808 
 06/27  12:00:00,4895766327.766007 
 06/27  13:00:00,5147994002.407007 
 06/27  14:00:00,5177466925.155911 
 06/27  15:00:00,5269285498.481913 
 06/27  16:00:00,5478461214.621241 
 06/27  17:00:00,4432933210.640058 
 06/27  18:00:00,3906632157.8304176 
 06/27  19:00:00,3846552621.005273 
 06/27  20:00:00,3746783653.5736995 
 06/27  21:00:00,3619149036.9633064 
 06/27  22:00:00,2542638421.4060216 
 06/27  23:00:00,2501417970.5225935 
 06/27  24:00:00,2307909602.8666906 
 06/28  01:00:00,2261522973.823085 
 06/28  02:00:00,2277222284.1667275 
 06/28  03:00:00,2308214696.9005537 
 06/28  04:00:00,2955466722.804346 
 06/28  05:00:00,2905875161.5049953 
 06/28  06:00:00,3610115663.0421267 
 06/28  07:00:00,3868858465.298625 
 06/28  08:00:00,5313808400.491182 
 06/28  09:00:00,5204661449.337395 
 06/28  10:00:00,5062562709.627065 
 06/28  11:00:00,5152885018.722375 
 06/28  12:00:00,4920524751.935964 
 06/28  13:00:00,5219629697.891846 
 06/28  14:00:00,5260298393.433449 
 06/28  15:00:00,5438365193.826138 
 06/28  16:00:00,5816314832.76143 
 06/28  17:00:00,4714769666.012724 
 06/28  18:00:00,4251180904.5113964 
 06/28  19:00:00,4126765656.248443 
 06/28  20:00:00,4004574409.174711 
 06/28  21:00:00,3889798537.32283 
 06/28  22:00:00,2911641101.3907576 
 06/28  23:00:00,2924318880.5779257 
 06/28  24:00:00,2652667351.950383 
 06/29  01:00:00,2761124684.9022975 
 06/29  02:00:00,2630915224.56496 
 06/29  03:00:00,2761474726.2150774 
 06/29  04:00:00,2750694065.5936966 
 06/29  05:00:00,2979381983.612292 
 06/29  06:00:00,3683658874.827786 
 06/29  07:00:00,3985755859.8344374 
 06/29  08:00:00,5549119290.445558 
 06/29  09:00:00,5536057561.392965 
 06/29  10:00:00,5459575938.761999 
 06/29  11:00:00,5362423531.438343 
 06/29  12:00:00,4981647807.849729 
 06/29  13:00:00,5511697017.640903 
 06/29  14:00:00,5548283313.6928215 
 06/29  15:00:00,5703287312.99795 
 06/29  16:00:00,5935303317.01226 
 06/29  17:00:00,4830114735.205718 
 06/29  18:00:00,4434650837.730151 
 06/29  19:00:00,4188026319.991934 
 06/29  20:00:00,4061673557.3774357 
 06/29  21:00:00,3967733981.148097 
 06/29  22:00:00,2999506042.4975815 
 06/29  23:00:00,3056136560.3128333 
 06/29  24:00:00,2764294163.1639376 
 06/30  01:00:00,2911211058.023245 
 06/30  02:00:00,2760276863.142106 
 06/30  03:00:00,2874832367.5651574 
 06/30  04:00:00,2878657612.8126698 
 06/30  05:00:00,3103628393.60614 
 06/30  06:00:00,3935763791.5485296 
 06/30  07:00:00,4058386205.5925374 
 06/30  08:00:00,5622493216.115004 
 06/30  09:00:00,5554580406.016508 
 06/30  10:00:00,5484134650.790143 
 06/30  11:00:00,5524815767.105876 
 06/30  12:00:00,5353291761.403018 
 06/30  13:00:00,5851772001.734065 
 06/30  14:00:00,5904606962.967306 
 06/30  15:00:00,5958045268.391403 
 06/30  16:00:00,6038826794.783085 
 06/30  17:00:00,4777124753.985989 
 06/30  18:00:00,4257735873.141962 
 06/30  19:00:00,4176562065.8528905 
 06/30  20:00:00,4175931805.6652923 
 06/30  21:00:00,4077292126.278135 
 06/30  22:00:00,3006790543.82816 
 06/30  23:00:00,3060684198.5418243 
 06/30  24:00:00,3246612870.438556 
 07/01  01:00:00,3407891356.6350365 
 07/01  02:00:00,3262222766.751742 
 07/01  03:00:00,3396567318.317533 
 07/01  04:00:00,3357501694.621422 
 07/01  05:00:00,3605616284.886488 
 07/01  06:00:00,4575196925.908804 
 07/01  07:00:00,4505958651.239396 
 07/01  08:00:00,4877789470.69012 
 07/01  09:00:00,4821215113.863015 
 07/01  10:00:00,4728625473.7251215 
 07/01  11:00:00,4784860034.6414 
 07/01  12:00:00,4372323195.019021 
 07/01  13:00:00,4449630344.818272 
 07/01  14:00:00,4492084702.020657 
 07/01  15:00:00,4514344455.2294855 
 07/01  16:00:00,4718731050.820625 
 07/01  17:00:00,4215993652.779216 
 07/01  18:00:00,3882264107.484681 
 07/01  19:00:00,3611799051.3331394 
 07/01  20:00:00,3770954140.189835 
 07/01  21:00:00,3506580496.98301 
 07/01  22:00:00,3588657963.0661297 
 07/01  23:00:00,3343225126.7111564 
 07/01  24:00:00,3413334709.987638 
 07/02  01:00:00,3288923983.9330034 
 07/02  02:00:00,3339674135.4041615 
 07/02  03:00:00,3249573801.7872643 
 07/02  04:00:00,3266565451.0981946 
 07/02  05:00:00,3245026488.6656737 
 07/02  06:00:00,3603631872.119208 
 07/02  07:00:00,3512694301.197341 
 07/02  08:00:00,3640187777.5049357 
 07/02  09:00:00,3404149310.523727 
 07/02  10:00:00,3432005836.036342 
 07/02  11:00:00,3422104612.044613 
 07/02  12:00:00,3553915621.30803 
 07/02  13:00:00,3526164458.2473774 
 07/02  14:00:00,3594632771.1879354 
 07/02  15:00:00,3727596434.5703206 
 07/02  16:00:00,3931042988.078824 
 07/02  17:00:00,3966293306.415388 
 07/02  18:00:00,3979809963.3720427 
 07/02  19:00:00,3739309798.435058 
 07/02  20:00:00,3820538623.9905076 
 07/02  21:00:00,3333459213.888905 
 07/02  22:00:00,3145388288.0576434 
 07/02  23:00:00,2990480267.433584 
 07/02  24:00:00,3028317627.5841603 
 07/03  01:00:00,3020593649.278151 
 07/03  02:00:00,3114411345.1879797 
 07/03  03:00:00,2900644553.071693 
 07/03  04:00:00,3473802703.0921526 
 07/03  05:00:00,3470659562.6174803 
 07/03  06:00:00,4270488878.604271 
 07/03  07:00:00,4409854724.483745 
 07/03  08:00:00,5893812387.763574 
 07/03  09:00:00,5825148963.719069 
 07/03  10:00:00,5780481263.834352 
 07/03  11:00:00,5924647065.268448 
 07/03  12:00:00,5661234605.020297 
 07/03  13:00:00,6031946841.3850155 
 07/03  14:00:00,6105947392.328079 
 07/03  15:00:00,6231034685.685535 
 07/03  16:00:00,6478845888.552206 
 07/03  17:00:00,5489166839.291622 
 07/03  18:00:00,5089655524.416949 
 07/03  19:00:00,4847432244.921527 
 07/03  20:00:00,4734873179.355571 
 07/03  21:00:00,4605590347.466763 
 07/03  22:00:00,3531166630.1622734 
 07/03  23:00:00,3668730249.300273 
 07/03  24:00:00,3476173847.1586347 
 07/04  01:00:00,3411334834.7901025 
 07/04  02:00:00,3487033301.8040605 
 07/04  03:00:00,3289942754.794415 
 07/04  04:00:00,3407384107.25254 
 07/04  05:00:00,3340283859.500687 
 07/04  06:00:00,3674626663.361326 
 07/04  07:00:00,3602062963.628727 
 07/04  08:00:00,3554550778.453728 
 07/04  09:00:00,3276925681.3460536 
 07/04  10:00:00,3346689699.350087 
 07/04  11:00:00,3449429280.246149 
 07/04  12:00:00,3518252555.435558 
 07/04  13:00:00,3475160114.1785116 
 07/04  14:00:00,3543018779.9875064 
 07/04  15:00:00,3487213667.861511 
 07/04  16:00:00,3761169226.621418 
 07/04  17:00:00,3828211448.754325 
 07/04  18:00:00,3807568165.8397064 
 07/04  19:00:00,3642485365.7462616 
 07/04  20:00:00,3744443749.842824 
 07/04  21:00:00,3577930085.1342344 
 07/04  22:00:00,3574685342.2728553 
 07/04  23:00:00,3341360306.872095 
 07/04  24:00:00,3448851228.5665884 
 07/05  01:00:00,3367111531.1835194 
 07/05  02:00:00,3261897962.6470375 
 07/05  03:00:00,3222165930.0244093 
 07/05  04:00:00,3558078632.5210633 
 07/05  05:00:00,3581091438.887385 
 07/05  06:00:00,4408064811.387467 
 07/05  07:00:00,4595091992.29771 
 07/05  08:00:00,6142243569.837118 
 07/05  09:00:00,6150177118.119023 
 07/05  10:00:00,6088262208.790753 
 07/05  11:00:00,6312928855.065178 
 07/05  12:00:00,5965863066.300552 
 07/05  13:00:00,6284516054.771606 
 07/05  14:00:00,6288942248.718184 
 07/05  15:00:00,6396620238.2078495 
 07/05  16:00:00,6281130181.740456 
 07/05  17:00:00,4717819485.820362 
 07/05  18:00:00,4308260058.629311 
 07/05  19:00:00,4558705394.884683 
 07/05  20:00:00,4601429790.599703 
 07/05  21:00:00,4428447356.980575 
 07/05  22:00:00,3173099613.671972 
 07/05  23:00:00,3104457460.715011 
 07/05  24:00:00,2881935022.765366 
 07/06  01:00:00,2912183587.39856 
 07/06  02:00:00,2880642542.183539 
 07/06  03:00:00,2909067253.2877073 
 07/06  04:00:00,3426606005.032321 
 07/06  05:00:00,3461260374.2775726 
 07/06  06:00:00,4239341027.3917665 
 07/06  07:00:00,4516084543.676364 
 07/06  08:00:00,6060477320.554566 
 07/06  09:00:00,6097629665.950193 
 07/06  10:00:00,6037447784.613783 
 07/06  11:00:00,6112540015.917099 
 07/06  12:00:00,5810806439.725601 
 07/06  13:00:00,6226089933.62574 
 07/06  14:00:00,6273427880.765016 
 07/06  15:00:00,6302756555.554039 
 07/06  16:00:00,6515168575.734413 
 07/06  17:00:00,5411888692.283576 
 07/06  18:00:00,4964259412.798639 
 07/06  19:00:00,4798925137.369576 
 07/06  20:00:00,4647901879.434464 
 07/06  21:00:00,4444786936.10092 
 07/06  22:00:00,3554331283.5325065 
 07/06  23:00:00,3652622553.295485 
 07/06  24:00:00,3391430497.43392 
 07/07  01:00:00,3447823638.985684 
 07/07  02:00:00,3379121643.514789 
 07/07  03:00:00,3431716798.7436457 
 07/07  04:00:00,3423794025.787064 
 07/07  05:00:00,3641313295.5291605 
 07/07  06:00:00,4440390582.50919 
 07/07  07:00:00,4621755642.747626 
 07/07  08:00:00,6200544019.37939 
 07/07  09:00:00,6168912597.806506 
 07/07  10:00:00,6075917048.810838 
 07/07  11:00:00,6176670992.72724 
 07/07  12:00:00,5931416330.99907 
 07/07  13:00:00,6322228364.210234 
 07/07  14:00:00,6327029518.557962 
 07/07  15:00:00,6469980488.845495 
 07/07  16:00:00,6712964981.487231 
 07/07  17:00:00,5540000489.697427 
 07/07  18:00:00,5062038380.257611 
 07/07  19:00:00,4939656326.365648 
 07/07  20:00:00,4801479111.76273 
 07/07  21:00:00,4579787878.628823 
 07/07  22:00:00,3507718263.002695 
 07/07  23:00:00,3631471930.5387797 
 07/07  24:00:00,3223390352.10147 
 07/08  01:00:00,3344031037.016985 
 07/08  02:00:00,3205592979.3709245 
 07/08  03:00:00,3349071408.6949463 
 07/08  04:00:00,3321361532.4674134 
 07/08  05:00:00,3543620865.1246905 
 07/08  06:00:00,4429036624.20329 
 07/08  07:00:00,4410556209.639937 
 07/08  08:00:00,4888949785.329501 
 07/08  09:00:00,4871300098.37142 
 07/08  10:00:00,4743619325.654451 
 07/08  11:00:00,4832899327.572299 
 07/08  12:00:00,4372517570.392477 
 07/08  13:00:00,4415098008.43873 
 07/08  14:00:00,4454065613.472104 
 07/08  15:00:00,4477065395.125738 
 07/08  16:00:00,4701152215.698247 
 07/08  17:00:00,4064417795.940986 
 07/08  18:00:00,3931156531.8549995 
 07/08  19:00:00,3549925596.706167 
 07/08  20:00:00,3811468050.7697372 
 07/08  21:00:00,3524928440.620969 
 07/08  22:00:00,3609614727.8399477 
 07/08  23:00:00,3500235550.8148704 
 07/08  24:00:00,3517573668.5292187 
 07/09  01:00:00,3288854685.0117254 
 07/09  02:00:00,3463150971.538474 
 07/09  03:00:00,3311518675.0225797 
 07/09  04:00:00,3462942366.763641 
 07/09  05:00:00,3350642154.5423656 
 07/09  06:00:00,3752158418.5533824 
 07/09  07:00:00,3633618517.4334207 
 07/09  08:00:00,3934527807.127599 
 07/09  09:00:00,3794027161.839814 
 07/09  10:00:00,3759817189.412939 
 07/09  11:00:00,3646107966.6510553 
 07/09  12:00:00,3783530103.4805803 
 07/09  13:00:00,3624636532.323848 
 07/09  14:00:00,3741583040.021019 
 07/09  15:00:00,3685555904.2114525 
 07/09  16:00:00,4179104953.156399 
 07/09  17:00:00,4198163326.6894755 
 07/09  18:00:00,4028180893.293733 
 07/09  19:00:00,3711911754.317244 
 07/09  20:00:00,3915545160.263479 
 07/09  21:00:00,3700333641.8613873 
 07/09  22:00:00,3709367390.7803135 
 07/09  23:00:00,3627501207.9787374 
 07/09  24:00:00,3752391505.7722487 
 07/10  01:00:00,3534646076.579906 
 07/10  02:00:00,3624155139.764928 
 07/10  03:00:00,3477126982.6043434 
 07/10  04:00:00,3676125466.2692137 
 07/10  05:00:00,3818974505.7421613 
 07/10  06:00:00,4851857515.348895 
 07/10  07:00:00,4959933081.785834 
 07/10  08:00:00,6621486694.811532 
 07/10  09:00:00,6517157446.453742 
 07/10  10:00:00,6393663699.9447975 
 07/10  11:00:00,6476502666.843901 
 07/10  12:00:00,6083502982.068123 
 07/10  13:00:00,6554111248.496721 
 07/10  14:00:00,6697365290.758142 
 07/10  15:00:00,6778613098.905094 
 07/10  16:00:00,6909007570.108217 
 07/10  17:00:00,5685199281.80142 
 07/10  18:00:00,5277263714.936748 
 07/10  19:00:00,5112052023.421511 
 07/10  20:00:00,4956863876.275036 
 07/10  21:00:00,4834632524.3658495 
 07/10  22:00:00,3720149942.637663 
 07/10  23:00:00,3756607359.902122 
 07/10  24:00:00,3523891126.230936 
 07/11  01:00:00,3645570073.4775186 
 07/11  02:00:00,3507391942.156947 
 07/11  03:00:00,3551315790.787698 
 07/11  04:00:00,3569319070.548712 
 07/11  05:00:00,3777664274.09855 
 07/11  06:00:00,4633258245.537578 
 07/11  07:00:00,4785058407.559645 
 07/11  08:00:00,6383795741.872694 
 07/11  09:00:00,6382977433.053831 
 07/11  10:00:00,6283967987.125243 
 07/11  11:00:00,6380422552.8522415 
 07/11  12:00:00,5950432645.502254 
 07/11  13:00:00,6337197005.322776 
 07/11  14:00:00,6458393896.763368 
 07/11  15:00:00,6569564550.550149 
 07/11  16:00:00,6761172263.711133 
 07/11  17:00:00,5503148367.168708 
 07/11  18:00:00,4970244762.915944 
 07/11  19:00:00,4793693365.033079 
 07/11  20:00:00,4702810145.459176 
 07/11  21:00:00,4573645609.95192 
 07/11  22:00:00,3518900601.7785654 
 07/11  23:00:00,3601930869.348876 
 07/11  24:00:00,3284380988.2977247 
 07/12  01:00:00,3402274885.986003 
 07/12  02:00:00,3181456494.790888 
 07/12  03:00:00,3322180986.546135 
 07/12  04:00:00,3425787879.977005 
 07/12  05:00:00,3595573685.1614246 
 07/12  06:00:00,4331975696.689345 
 07/12  07:00:00,4514063636.08579 
 07/12  08:00:00,5967289922.041031 
 07/12  09:00:00,5957583651.7455845 
 07/12  10:00:00,5960060643.830958 
 07/12  11:00:00,6104031440.423768 
 07/12  12:00:00,5818381997.243346 
 07/12  13:00:00,6341930252.023389 
 07/12  14:00:00,6424962841.017651 
 07/12  15:00:00,6416683666.689677 
 07/12  16:00:00,6648117922.36533 
 07/12  17:00:00,5508512887.430683 
 07/12  18:00:00,5046328073.791023 
 07/12  19:00:00,4853826419.259846 
 07/12  20:00:00,4775831032.931641 
 07/12  21:00:00,4593326422.524242 
