Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Total Sky Cover [](Hourly),Environment:Site Opaque Sky Cover [](Hourly),Environment:Site Daylight Saving Time Status [](Daily),Environment:Site Day Type Index [](Daily),ZONE ONE:Zone Total Internal Latent Gain Energy [J](Hourly),TEST 352A:Other Equipment Total Heating Energy [J](Monthly),TEST 352 MINUS:Other Equipment Total Heating Energy [J](Monthly),ZONE ONE:Zone Other Equipment Total Heating Energy [J](Monthly),ZN001:WALL001:Surface Inside Face Temperature [C](Daily),ZN001:WALL001:Surface Outside Face Temperature [C](Daily),ZN001:WALL001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Inside Face Temperature [C](Daily),ZN001:WALL002:Surface Outside Face Temperature [C](Daily),ZN001:WALL002:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Inside Face Temperature [C](Daily),ZN001:WALL003:Surface Outside Face Temperature [C](Daily),ZN001:WALL003:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Inside Face Temperature [C](Daily),ZN001:WALL004:Surface Outside Face Temperature [C](Daily),ZN001:WALL004:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:FLR001:Surface Inside Face Temperature [C](Daily),ZN001:FLR001:Surface Outside Face Temperature [C](Daily),ZN001:FLR001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Inside Face Temperature [C](Daily),ZN001:ROOF001:Surface Outside Face Temperature [C](Daily),ZN001:ROOF001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Wetbulb Globe Temperature [C](Hourly),ZONE ONE:Zone Operative Temperature [C](Hourly),ZONE ONE:Zone Air Heat Balance Surface Convection Rate [W](Hourly),ZONE ONE:Zone Air Heat Balance Air Energy Storage Rate [W](Hourly),ZONE ONE:Zone Mean Radiant Temperature [C](Hourly) 
 05/28  11:00:00,20.4625,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.248468226577387,12.772650254405168,24.26442507860275,60.9127870374692,67.04614378313985,24.28038193062811 
 05/28  12:00:00,22.1625,2.25,2.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.427015505650253,12.87600098329602,24.44650629816732,47.737971708296655,47.97151333360701,24.465997090684386 
 05/28  13:00:00,23.487499999999997,2.375,2.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.646578015371496,13.004557510196761,24.6816367809001,75.5662891296663,74.31544878557497,24.716695546428703 
 05/28  14:00:00,24.9625,3.875,3.875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.98892521243872,13.215873664064375,25.07285934327384,167.9716858796224,139.39755181528494,25.156793474108966 
 05/28  15:00:00,25.225,4.375,4.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.64059136368247,13.577812746563618,25.666263760437317,128.70602128542728,160.8844108571561,25.691936157192163 
 05/28  16:00:00,22.937500000000004,4.625,3.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.702375638644966,13.568959762675387,25.585713150078412,-73.0719079083195,-56.0380428804004,25.469050661511858 
 05/28  17:00:00,21.0125,6.25,4.875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.384539144892297,13.37782456991318,25.258298689484604,-101.19392534162137,-98.60715281105072,25.13205823407691 
 05/28  18:00:00,20.225,7.625,7.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.028594058436134,13.187107422319244,24.955977624108534,-70.17276795990688,-87.16286044760726,24.88336118978093 
 05/28  19:00:00,19.625,5.5,4.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.88414960585458,13.107180671424977,24.807426812019663,-75.98404139312171,-51.98508195681086,24.730704018184742 
 05/28  20:00:00,18.400000000000002,6.5,5.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.31603677699934,12.767151414755668,24.211909261772636,-171.03667663326925,-186.7648096979619,24.107781746545932 
 05/28  21:00:00,16.05,9.25,9.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.778805274041737,12.456202686975331,23.672605972799218,-159.82424777739712,-154.75096845518374,23.5664066715567 
 05/28  22:00:00,12.9375,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.380346217310596,12.240978353073105,23.308441453872124,-84.78736980182651,-91.85446462142824,23.236536690433645 
 05/28  23:00:00,11.7,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.153230724831815,12.1114690762973,23.088586151544803,-61.95861201462621,-59.28546597758063,23.02394157825779 
 05/28  24:00:00,12.0125,10.0,8.75,0.0,3.000000,0.0,,,,23.424174062219297,23.03637312368406,1.0798910352664524,79.19639406355232,23.501222509242755,24.542572629986456,1.0960036538929858,79.82265733730742,23.258438596271887,20.09927658083744,0.9125569094234547,79.4945018233787,23.529355137087606,24.87423492617745,1.0544113719773598,79.01310132874418,23.347087991661656,23.340167395623265,0.9858385309197257,23.582961926267313,29.195305150417852,0.8188295287093772,80.68359934789113,22.923860468278516,11.972480895812073,22.857808858070307,-68.20159964977549,-68.73171158143688,22.791757247862098 
 05/29  01:00:00,11.5125,4.375,3.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.61424219492251,11.77684631692036,22.520894294854426,-121.86657691664989,-112.59965990055093,22.427546394786344 
 05/29  02:00:00,10.7875,0.375,0.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.14913422941612,11.486183574148441,22.042554163861606,-146.15315002092953,-144.47864533961643,21.935974098307096 
 05/29  03:00:00,10.225,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.72525936883712,11.23225777995814,21.641361301104993,-88.59548060721303,-99.57596438321376,21.557463233372868 
 05/29  04:00:00,9.625,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.430768782800676,11.046843596945406,21.342570354716116,-95.60753019883019,-91.53330847410163,21.254371926631553 
 05/29  05:00:00,9.0875,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.151803618849726,10.885750767645561,21.104206217783645,-21.92106831233873,-47.33993702400493,21.056608816717564 
 05/29  06:00:00,9.9625,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.390721894435952,11.066215363635589,21.443094311419117,126.80580934471976,121.90045825926974,21.495466728402285 
 05/29  07:00:00,12.287500000000001,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.931739605630824,11.413532771750308,22.032747050103353,194.85182109383317,183.68634444600724,22.133754494575875 
 05/29  08:00:00,14.7375,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.606257435599428,11.803462836679333,22.65550821019552,178.45359136718648,187.41104625163229,22.704758984791606 
 05/29  09:00:00,17.6625,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.24847678020268,12.194504468105457,23.330753820296593,208.71566555365894,201.29131006795126,23.413030860390506 
 05/29  10:00:00,19.9625,0.625,0.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.886771485451195,12.562535611900973,23.93967485140203,149.88165708831943,160.36209905978123,23.992578217352875 
 05/29  11:00:00,21.599999999999998,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.38277884815707,12.855054796342193,24.444578872364012,142.95872827144228,142.74914863968243,24.506378896570954 
 05/29  12:00:00,22.575,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.749525884237755,13.056707005956357,24.777841896748786,69.24986949635024,77.13225915806987,24.80615790925982 
 05/29  13:00:00,23.487499999999997,2.25,2.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.104621211476932,13.272713642939207,25.172870347932218,140.5823117245182,131.98472489816692,25.241119484387497 
 05/29  14:00:00,24.2125,2.375,2.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.53725985287358,13.508197819924789,25.559133409702724,87.46821318298458,100.19044601503205,25.581006966531874 
 05/29  15:00:00,24.4,3.25,3.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.624519473749984,13.537194132168015,25.595206019350407,-4.6812830981833,-6.210623733663377,25.565892564950826 
 05/29  16:00:00,24.4,4.625,4.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.677965940801997,13.56657837252541,25.650368735335192,9.321202310620977,18.621349965244654,25.62277152986838 
 05/29  17:00:00,24.4,3.75,3.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.73043183156408,13.594462720380449,25.707683783325948,39.62274856033141,29.97326929183524,25.684935735087812 
 05/29  18:00:00,23.025,2.375,2.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.683402262216923,13.527726939985616,25.55547076634074,-100.9450007624835,-73.75408219563892,25.427539270464564 
 05/29  19:00:00,18.7625,2.625,1.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.113477895891535,13.181365900483382,24.966100977779163,-219.08729608479842,-205.73827695457265,24.818724059666792 
 05/29  20:00:00,14.95,1.125,0.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.235337748048643,12.667868783984499,24.104896518691096,-229.93961661630303,-245.5486334453839,23.97445528933355 
 05/29  21:00:00,13.9,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.70300008721413,12.366879424017656,23.622604494513133,-97.5653942186031,-107.65023716128029,23.54220890181213 
 05/29  22:00:00,13.525000000000002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.38711494296315,12.180421195146387,23.30295946516725,-97.25486391912776,-94.02344573480728,23.218803987371338 
 05/29  23:00:00,12.6125,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.992550061984716,11.940086853608118,22.890824329910703,-132.58651051103874,-128.05204511609938,22.78909859783669 
 05/29  24:00:00,12.2,0.0,0.0,0.0,4.000000,0.0,,,,23.44008474704859,21.538100188822852,1.1301481616784839,6.223303458543992,23.688109807249603,25.893816323162365,1.16929479793304,6.561389753908997,23.327938422708346,19.427823351853732,0.9366012478096017,6.312634300923694,23.5167061492875,22.88106846733683,1.121606217331298,6.1363472135400166,23.549194532046517,23.549906021468484,1.0531621766157855,23.62554995199297,25.861919279179702,0.8758739131245981,7.383232798393897,22.63745663665827,11.730911589494713,22.56814067632255,-58.68095129331161,-71.45304594783393,22.498824715986828 
 05/30  01:00:00,11.2,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.395405957896216,11.57189550269623,22.307968972243735,-98.15262539467744,-88.68670393440291,22.220531986591254 
 05/30  02:00:00,10.225,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.03910665546799,11.353011319469477,21.95139689983084,-100.22957332536055,-102.23635780170964,21.86368714419369 
 05/30  03:00:00,9.625,1.25,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6948182809072,11.138920721046645,21.606066250683387,-100.02585099161081,-99.7659574403973,21.517314220459575 
 05/30  04:00:00,9.0875,4.5,1.875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.364291921257003,10.936140527310144,21.28012157240459,-89.20870879966805,-91.26981093403131,21.19595122355218 
 05/30  05:00:00,8.9,6.0,2.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.105051010594188,10.782242135698713,21.05034372361262,-32.90460317130267,-50.12374730989849,20.995636436631045 
 05/30  06:00:00,10.275,4.75,2.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.25768575821511,10.901981838383255,21.299781792156516,107.95934541781112,95.71691913491836,21.34187782609792 
 05/30  07:00:00,13.1625,5.875,2.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.807042225418083,11.261669030877442,21.931895039851344,203.2700188954962,193.5000030283645,22.056747854284602 
 05/30  08:00:00,16.150000000000002,7.625,3.875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.571757935762818,11.711333117346637,22.663966950978782,213.69075633545398,220.28516975841802,22.756175966194743 
 05/30  09:00:00,18.95,7.375,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.179824260676156,12.059876924394882,23.2344057289205,146.56546921494757,150.62888529544244,23.288987197164843 
 05/30  10:00:00,21.0625,6.375,3.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.632122004184716,12.32227570265721,23.66431517987774,101.57896043388587,111.57524722795395,23.69650835557076 
 05/30  11:00:00,22.3875,6.625,4.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.999811721572758,12.553101087953491,24.082420367668746,159.44847571740834,134.46571050505977,24.16502901376473 
 05/30  12:00:00,24.175,4.5,3.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.596319777070736,12.89176815898071,24.645396404057387,119.5915529738293,145.37106500842108,24.69447303104404 
 05/30  13:00:00,25.6875,2.375,2.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.05948108433485,13.172114678203627,25.15005849519256,184.5469164555431,164.08890453754555,25.240635906050272 
 05/30  14:00:00,27.1625,2.625,2.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.545627203009047,13.426181233657562,25.54789054799857,62.19203886240095,85.27424060743655,25.550153892988096 
 05/30  15:00:00,27.8,4.875,2.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.703995274567266,13.51229518429491,25.69074187457562,36.689188517755895,38.479432552452565,25.67748847458398 
 05/30  16:00:00,24.9875,7.25,5.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.66052278680042,13.464590915116748,25.573843297943625,-69.45669782246027,-55.058359114164524,25.487163809086834 
 05/30  17:00:00,22.9875,8.625,7.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.368770910088923,13.288482539020844,25.28543732791562,-66.40327854494312,-76.08943960020488,25.20210374574232 
 05/30  18:00:00,22.425,8.375,5.125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.28948644246517,13.256461754822073,25.249649026828386,2.5190410963259664,2.1104311913792486,25.209811611191597 
 05/30  19:00:00,20.449999999999996,6.75,2.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04553706341374,13.092926277279659,24.918096650667792,-163.6331804620886,-137.53851293733263,24.790656237921848 
 05/30  20:00:00,18.712500000000002,2.875,1.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.37402196525693,12.711387749586937,24.281671106613132,-151.73840846956028,-173.4304358636309,24.189320247969338 
 05/30  21:00:00,17.6125,1.625,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.02046156638096,12.508546423561539,23.946467972317308,-94.47055641816834,-87.86057079327117,23.872474378253656 
 05/30  22:00:00,15.825,1.375,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.664658753871244,12.307194179545359,23.584571802307458,-103.63890154296851,-104.75439963665536,23.504484850743673 
 05/30  23:00:00,15.687500000000002,4.75,4.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.412654349901338,12.174828810614205,23.368589057952807,-29.14121060593979,-41.8393064578645,23.324523766004276 
 05/30  24:00:00,15.4125,8.25,8.25,0.0,5.000000,0.0,,,,23.495373467522892,22.763070836127483,1.0725979093884739,7.082926538423834,23.658591593134574,25.60042498509699,1.113737929867915,7.254111433324596,23.38287056089963,20.65366623575549,0.9374929353313322,7.474794434680991,23.554636782625057,23.732999655851202,1.0839885309046111,7.398803309705482,23.48610645323335,23.48262421141865,1.0211008702726418,23.627216506514902,26.791704045187426,0.8236501981837759,8.668321175010332,23.316120513151198,12.114695035240278,23.265059222293807,-43.013627201839746,-36.40200978996878,23.213997931436417 
 05/31  01:00:00,15.375000000000002,8.375,8.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.14441918833535,12.015283421344098,23.091555469136097,-50.84738872560071,-51.35125358680492,23.038691749936845 
 05/31  02:00:00,14.5375,8.625,8.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.946725173258198,11.896463923716606,22.88606449237647,-65.56140247045789,-62.90226799891961,22.825403811494738 
 05/31  03:00:00,14.2125,9.625,9.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.74184227007899,11.776102347504988,22.692193374973364,-45.527395523774956,-50.08465135686744,22.64254447986774 
 05/31  04:00:00,14.0875,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.577777624315047,11.679611640589831,22.522368089362963,-55.43562981737658,-52.35035169443074,22.46695855441088 
 05/31  05:00:00,13.525000000000002,9.375,9.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.394620510270954,11.581446831183577,22.358110225816418,-25.867516454476515,-38.14944154661499,22.321599941361875 
 05/31  06:00:00,13.9875,7.75,7.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.461021413726478,11.643484348258287,22.473818223452223,41.82800400920515,41.93227515855077,22.48661503317797 
 05/31  07:00:00,15.15,7.625,7.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.63785136584607,11.76853300845024,22.701957429343032,75.02481921788512,65.02159567351718,22.76606349283999 
 05/31  08:00:00,15.912500000000001,7.375,7.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.023141433923534,12.008501876779174,23.111529324976097,134.97252895822302,132.99716591067647,23.199917216028656 
 05/31  09:00:00,17.85,7.625,6.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.500226017184733,12.291328838988013,23.5739541548945,133.73140929092386,135.5685991664466,23.647682292604266 
 05/31  10:00:00,18.9,7.375,6.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.928590936776086,12.551634949370323,23.99830187070256,128.26633708164562,123.14789024935311,24.068012804629028 
 05/31  11:00:00,19.2125,8.25,8.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.42025852138575,12.847937668647644,24.48855615445126,134.87459224511127,141.40091257898962,24.556853787516765 
 05/31  12:00:00,20.15,9.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.85740849474363,13.112567011904396,24.93931940560452,148.0612199544646,134.88327558341877,25.021230316465417 
 05/31  13:00:00,21.287499999999998,9.625,8.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.433946585311606,13.446603650667228,25.488118931963964,129.4609525857851,150.92423662969668,25.54229127861633 
 05/31  14:00:00,20.6375,10.0,7.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5088227162842,13.452754196184923,25.435550973876595,-67.81662093334869,-51.330978204804865,25.362279231468992 
 05/31  15:00:00,19.3125,10.0,7.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.288163218538124,13.330903959735998,25.24465105134537,-31.38413549438062,-43.75941294974184,25.20113888415262 
 05/31  16:00:00,19.2125,9.375,7.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.20851761367642,13.249739782467028,25.052044136683,-111.21666769225011,-59.97769870399707,24.895570659689586 
 05/31  17:00:00,17.3375,9.625,8.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.797554691897112,13.027445984318845,24.71440634140201,-83.75028671332714,-113.96264940564615,24.6312579909069 
 05/31  18:00:00,15.787500000000001,10.0,9.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.32939424320673,12.74928049517839,24.24969291880695,-125.038776514362,-136.30122788422406,24.169991594407175 
 05/31  19:00:00,15.6,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.001083567878535,12.567153221230807,23.93892844787483,-79.26147457131157,-79.7740275210198,23.876773327871124 
 05/31  20:00:00,14.5375,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.700412214543597,12.389044379602643,23.627728626844295,-93.79843359686889,-92.22097136368386,23.555045039144996 
 05/31  21:00:00,14.2125,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.437676140977224,12.240722150840746,23.382106267116935,-57.15127180854982,-61.9732493443655,23.326536393256646 
 05/31  22:00:00,14.337500000000002,10.0,8.125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.225857374790593,12.107695959909883,23.157887308001975,-76.99610643479005,-70.67804509913489,23.089917241213357 
 05/31  23:00:00,14.3,8.75,7.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.98594193201554,11.968719760038079,22.931153924036735,-52.98801847153332,-59.29940090372551,22.876365916057935 
 05/31  24:00:00,14.2375,4.25,3.625,0.0,6.000000,0.0,942796800.0,-942796800.0,0.0,23.568635306024053,21.761637897425686,1.0080089608627538,27.60953254597004,23.639551081525678,22.97351839011667,1.028837799612672,27.944333485821094,23.459832340175222,19.849871368634112,0.914804943800327,27.836091574491892,23.56326719254724,21.60203351666271,0.9936384182240986,27.552810175619726,23.75035566316596,23.755811437385958,0.9755353255778819,23.731821268795017,25.48799054035295,0.7791751999626485,28.955142716005028,22.733815309380685,11.814921103448867,22.650897291290292,-104.2994016834838,-94.76192408099828,22.567979273199906 
 06/01  01:00:00,14.1375,5.125,4.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.44343204909949,11.668023526274572,22.390331088276163,-44.964916439732576,-58.22491205555447,22.337230127452838 
 06/01  02:00:00,14.0375,8.875,8.875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.32889476399785,11.610896128011756,22.28239373720154,-32.58039339419536,-31.023010654489546,22.235892710405228 
 06/01  03:00:00,14.0,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.196184853233145,11.5286086160867,22.144165100018345,-47.490352616694,-44.98569746183726,22.09214534680354 
 06/01  04:00:00,13.937499999999998,9.375,9.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.00971526657306,11.41326935142626,21.951336872920308,-61.106202267693774,-59.585572480841705,21.892958479267556 
 06/01  05:00:00,13.212500000000002,4.625,4.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.777880114793383,11.284102976550308,21.74549965731899,-26.930971124345447,-47.59979226222206,21.713119199844602 
 06/01  06:00:00,14.175,2.625,2.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.079854561462895,11.501236966862649,22.163984628303027,155.30393420219215,150.54727453083527,22.248114695143165 
 06/01  07:00:00,16.375,1.75,1.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.665170165775276,11.856852288983672,22.75899634891897,206.39530352930856,192.77069749991136,22.85282253206266 
 06/01  08:00:00,17.8875,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.385885257873294,12.27788432834054,23.431911225124,186.02351567930654,197.21185065988925,23.477937192374707 
 06/01  09:00:00,20.050000000000004,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.148958254361762,12.757831822824812,24.267179967951307,287.47712752425366,266.58261265388245,24.38540168154086 
 06/01  10:00:00,22.475,2.875,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.951723688240115,13.20902410400989,24.975307552169973,124.14469432002448,160.27498088851198,24.998891416099834 
 06/01  11:00:00,23.987499999999997,4.625,1.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.244270028398283,13.38061313585792,25.27475978538372,86.59629370274382,78.4706885786267,25.305249542369154 
 06/01  12:00:00,25.8375,3.75,1.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.52589736350437,13.545382394895856,25.55748477639721,74.78996556748736,76.36841623418256,25.58907218929005 
 06/01  13:00:00,27.0125,1.75,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.908090997681704,13.78424798069025,25.98175651598703,152.94229944101454,142.03506314409833,26.055422034292356 
 06/01  14:00:00,28.262499999999996,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,26.395367904393325,14.060660297356856,26.431692087650774,116.33413427375842,123.75254171844915,26.468016270908223 
 06/01  15:00:00,28.9,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,26.826404465354837,14.308503248499328,26.85911756209486,132.40903379519233,131.0404493311232,26.891830658834877 
 06/01  16:00:00,29.2125,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,27.170948313975853,14.490858806759276,27.147035657241073,61.30469446909784,70.68169494106014,27.123123000506297 
 06/01  17:00:00,28.7125,1.625,1.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3249937134039,14.570791933326923,27.26685951489724,23.467776771764896,30.16922547784392,27.208725316390577 
 06/01  18:00:00,27.6125,2.625,2.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,27.264746442563084,14.51584112507792,27.14101745945458,-73.41377525548347,-56.28110866681414,27.017288476346074 
 06/01  19:00:00,25.825,5.5,5.5,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,26.786520665301666,14.234494104655957,26.64454129241901,-164.2656895326997,-166.91098407306802,26.502561919536355 
 06/01  20:00:00,22.5625,8.25,8.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,26.251375601379802,13.934183160698883,26.149095695973173,-144.76074341349874,-145.69723406323806,26.04681579056655 
 06/01  21:00:00,19.725,9.625,9.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.852833263257416,13.723645404445023,25.78782199877888,-89.93052687494313,-95.07021034334346,25.722810734300346 
 06/01  22:00:00,18.9,8.75,8.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.599363106730024,13.586179360607407,25.54926179376631,-57.025997466622826,-61.26027278993482,25.49916048080259 
 06/01  23:00:00,17.15,9.25,9.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.37068634703887,13.449422205296353,25.302036985348828,-85.97747956431377,-79.49529090433865,25.233387623658786 
 06/01  24:00:00,16.474999999999998,10.0,10.0,0.0,7.000000,0.0,,,,24.820184767496556,26.457870736523784,1.0367263684630277,6.489043524718142,25.06532199400529,30.86140606611433,1.114402294460489,7.146081368687283,24.71226521696582,24.34931335632631,0.9257247603334333,6.668175532920068,24.971407216557044,29.307320700985063,1.073473768086789,6.277980711665225,24.395708916799776,24.37184200485119,0.9503110007664305,24.92140808412488,33.562984236229234,0.7825267446709739,8.074298672134157,25.11237482984511,13.303961698409672,25.061714053394212,-51.70285558009421,-59.624051872299795,25.011053276943322 
 06/02  01:00:00,16.325,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.94095854333947,13.200514495289987,24.88571380709945,-56.9053768447665,-53.67654039401683,24.830469070859426 
