Date/Time,InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 07/19  01:00:00,36545657.73145594,1688428882.4407709 
 07/19  02:00:00,36545657.73145594,1688428882.4407709 
 07/19  03:00:00,36545657.73145594,1688428882.4407709 
 07/19  04:00:00,36545657.73145594,1688428882.4407709 
 07/19  05:00:00,38137022.65685523,1688428882.4407709 
 07/19  06:00:00,87110266.84186998,1792791930.9599159 
 07/19  07:00:00,263860823.35323218,1792791930.9599159 
 07/19  08:00:00,767542258.6183155,2376289039.36661 
 07/19  09:00:00,766134049.2768176,2376289039.36661 
 07/19  10:00:00,766134049.2768176,2376289039.36661 
 07/19  11:00:00,766134049.2768176,2376289039.36661 
 07/19  12:00:00,766134049.2768176,2259589617.685271 
 07/19  13:00:00,766134049.2768176,2376289039.36661 
 07/19  14:00:00,766134049.2768176,2376289039.36661 
 07/19  15:00:00,766134049.2768176,2376289039.36661 
 07/19  16:00:00,766134049.2768176,2376289039.36661 
 07/19  17:00:00,425636889.49187833,1909491352.6412544 
 07/19  18:00:00,257530909.50367966,1792791930.9599159 
 07/19  19:00:00,271148240.20788634,1792791930.9599159 
 07/19  20:00:00,196792225.50475124,1792791930.9599159 
 07/19  21:00:00,197765105.62937143,1792791930.9599159 
 07/19  22:00:00,98887927.4796197,1792791930.9599159 
 07/19  23:00:00,49438589.07487582,1792791930.9599159 
 07/19  24:00:00,38694479.62202592,1688428882.4407709 
 07/20  01:00:00,36545657.73145594,1688428882.4407709 
 07/20  02:00:00,36545657.73145594,1688428882.4407709 
 07/20  03:00:00,36545657.73145594,1688428882.4407709 
 07/20  04:00:00,36545657.73145594,1688428882.4407709 
 07/20  05:00:00,38137022.65685523,1688428882.4407709 
 07/20  06:00:00,87266798.06729315,1792791930.9599159 
 07/20  07:00:00,262877096.62757254,1792791930.9599159 
 07/20  08:00:00,767100239.823287,2376289039.36661 
 07/20  09:00:00,766134049.2768176,2376289039.36661 
 07/20  10:00:00,766134049.2768176,2376289039.36661 
 07/20  11:00:00,766134049.2768176,2376289039.36661 
 07/20  12:00:00,766134049.2768176,2259589617.685271 
 07/20  13:00:00,766134049.2768176,2376289039.36661 
 07/20  14:00:00,766134049.2768176,2376289039.36661 
 07/20  15:00:00,766134049.2768176,2376289039.36661 
 07/20  16:00:00,766134049.2768176,2376289039.36661 
 07/20  17:00:00,426094620.2870374,1909491352.6412544 
 07/20  18:00:00,259943225.99312595,1792791930.9599159 
 07/20  19:00:00,284186906.2701667,1792791930.9599159 
 07/20  20:00:00,197324224.20535743,1792791930.9599159 
 07/20  21:00:00,197765105.62937143,1792791930.9599159 
 07/20  22:00:00,98887927.4796197,1792791930.9599159 
 07/20  23:00:00,49438589.07487582,1792791930.9599159 
 07/20  24:00:00,38694479.62202592,1688428882.4407709 
 07/21  01:00:00,36545657.73145594,1688428882.4407709 
 07/21  02:00:00,36545657.73145594,1688428882.4407709 
 07/21  03:00:00,36545657.73145594,1688428882.4407709 
 07/21  04:00:00,36545657.73145594,1688428882.4407709 
 07/21  05:00:00,38137022.65685523,1688428882.4407709 
 07/21  06:00:00,87765220.22661725,1792791930.9599159 
 07/21  07:00:00,268837441.9841822,1792791930.9599159 
 07/21  08:00:00,770179440.7661897,2376289039.36661 
 07/21  09:00:00,766134049.2768176,2376289039.36661 
 07/21  10:00:00,766134049.2768176,2376289039.36661 
 07/21  11:00:00,766134049.2768176,2376289039.36661 
 07/21  12:00:00,766134049.2768176,2259589617.685271 
 07/21  13:00:00,766827209.3219593,2376289039.36661 
 07/21  14:00:00,773118554.7736217,2376289039.36661 
 07/21  15:00:00,769313861.3824434,2376289039.36661 
 07/21  16:00:00,766383519.648694,2376289039.36661 
 07/21  17:00:00,426110005.167832,1909491352.6412544 
 07/21  18:00:00,259254072.31518823,1792791930.9599159 
 07/21  19:00:00,278474678.6206185,1792791930.9599159 
 07/21  20:00:00,197051789.7217047,1792791930.9599159 
 07/21  21:00:00,197765105.62937143,1792791930.9599159 
 07/21  22:00:00,98887927.4796197,1792791930.9599159 
 07/21  23:00:00,49438589.07487582,1792791930.9599159 
 07/21  24:00:00,38694479.62202592,1597820222.8892183 
 07/22  01:00:00,36545657.73145594,1597820222.8892183 
 07/22  02:00:00,36545657.73145594,1597820222.8892183 
 07/22  03:00:00,36545657.73145594,1597820222.8892183 
 07/22  04:00:00,36545657.73145594,1597820222.8892183 
 07/22  05:00:00,36545657.73145594,1597820222.8892183 
 07/22  06:00:00,88309716.81454113,1792791930.9599159 
 07/22  07:00:00,94812477.38610832,1792791930.9599159 
 07/22  08:00:00,274770181.6239306,1909491352.6412544 
 07/22  09:00:00,264851423.41081387,1909491352.6412544 
 07/22  10:00:00,259455196.9219131,1909491352.6412544 
 07/22  11:00:00,258668887.37620473,1909491352.6412544 
 07/22  12:00:00,128418000.85808283,1734442220.1192467 
 07/22  13:00:00,127694008.59401652,1734442220.1192467 
 07/22  14:00:00,127688982.72288677,1734442220.1192467 
 07/22  15:00:00,127688982.72288677,1734442220.1192467 
 07/22  16:00:00,127833826.51412041,1734442220.1192467 
 07/22  17:00:00,42744255.85369287,1676092509.2785773 
 07/22  18:00:00,43921581.120349824,1676092509.2785773 
 07/22  19:00:00,38025717.137577645,1597820222.8892183 
 07/22  20:00:00,36545657.73145594,1597820222.8892183 
 07/22  21:00:00,36545657.73145594,1597820222.8892183 
 07/22  22:00:00,36545657.73145594,1597820222.8892183 
 07/22  23:00:00,36545657.73145594,1597820222.8892183 
 07/22  24:00:00,36545657.73145594,1597820222.8892183 
 07/23  01:00:00,36545657.73145594,1597820222.8892183 
 07/23  02:00:00,36545657.73145594,1597820222.8892183 
 07/23  03:00:00,36545657.73145594,1597820222.8892183 
 07/23  04:00:00,36545657.73145594,1597820222.8892183 
 07/23  05:00:00,36545657.73145594,1597820222.8892183 
 07/23  06:00:00,46547568.861453496,1676092509.2785773 
 07/23  07:00:00,44117184.72203204,1676092509.2785773 
 07/23  08:00:00,42747509.18425559,1676092509.2785773 
 07/23  09:00:00,42604213.26709488,1676092509.2785773 
 07/23  10:00:00,42559924.65578557,1676092509.2785773 
 07/23  11:00:00,42559924.65578557,1676092509.2785773 
 07/23  12:00:00,42559924.65578557,1676092509.2785773 
 07/23  13:00:00,42559924.65578557,1676092509.2785773 
 07/23  14:00:00,42559924.65578557,1676092509.2785773 
 07/23  15:00:00,42559924.65578557,1676092509.2785773 
 07/23  16:00:00,42559924.65578557,1676092509.2785773 
 07/23  17:00:00,42638064.52192274,1676092509.2785773 
 07/23  18:00:00,35743730.659393184,1597820222.8892183 
 07/23  19:00:00,36475060.01569669,1597820222.8892183 
 07/23  20:00:00,36545657.73145594,1597820222.8892183 
 07/23  21:00:00,36545657.73145594,1597820222.8892183 
 07/23  22:00:00,36545657.73145594,1597820222.8892183 
 07/23  23:00:00,36545657.73145594,1597820222.8892183 
 07/23  24:00:00,36545657.73145594,1688428882.4407709 
 07/24  01:00:00,36545657.73145594,1688428882.4407709 
 07/24  02:00:00,36545657.73145594,1688428882.4407709 
 07/24  03:00:00,36545657.73145594,1688428882.4407709 
 07/24  04:00:00,36545657.73145594,1688428882.4407709 
 07/24  05:00:00,38137022.65685523,1688428882.4407709 
 07/24  06:00:00,87389607.40129228,1792791930.9599159 
 07/24  07:00:00,264064180.00769758,1792791930.9599159 
 07/24  08:00:00,769078458.2838557,2376289039.36661 
 07/24  09:00:00,766153965.5510678,2376289039.36661 
 07/24  10:00:00,766134049.2768176,2376289039.36661 
 07/24  11:00:00,766134049.2768176,2376289039.36661 
 07/24  12:00:00,766134049.2768176,2259589617.685271 
 07/24  13:00:00,766134049.2768176,2376289039.36661 
 07/24  14:00:00,766134049.2768176,2376289039.36661 
 07/24  15:00:00,766134049.2768176,2376289039.36661 
 07/24  16:00:00,766134049.2768176,2376289039.36661 
 07/24  17:00:00,425626872.82444584,1909491352.6412544 
 07/24  18:00:00,256528511.04508525,1792791930.9599159 
 07/24  19:00:00,269783152.5809879,1792791930.9599159 
 07/24  20:00:00,196819841.77237722,1792791930.9599159 
 07/24  21:00:00,197765105.62937143,1792791930.9599159 
 07/24  22:00:00,98887927.4796197,1792791930.9599159 
 07/24  23:00:00,49438589.07487582,1792791930.9599159 
 07/24  24:00:00,38694479.62202592,1688428882.4407709 
 07/25  01:00:00,36545657.73145594,1688428882.4407709 
 07/25  02:00:00,36545657.73145594,1688428882.4407709 
 07/25  03:00:00,36545657.73145594,1688428882.4407709 
 07/25  04:00:00,36545657.73145594,1688428882.4407709 
 07/25  05:00:00,38137022.65685523,1688428882.4407709 
 07/25  06:00:00,87848352.71077104,1792791930.9599159 
 07/25  07:00:00,270715363.3016759,1792791930.9599159 
 07/25  08:00:00,772448665.135873,2376289039.36661 
 07/25  09:00:00,768035815.6986781,2376289039.36661 
 07/25  10:00:00,767170405.8650101,2376289039.36661 
 07/25  11:00:00,766134049.2768176,2376289039.36661 
 07/25  12:00:00,766134049.2768176,2259589617.685271 
 07/25  13:00:00,766134049.2768176,2376289039.36661 
 07/25  14:00:00,766134049.2768176,2376289039.36661 
 07/25  15:00:00,766134049.2768176,2376289039.36661 
 07/25  16:00:00,766134049.2768176,2376289039.36661 
 07/25  17:00:00,425805602.2964461,1909491352.6412544 
 07/25  18:00:00,257077549.59838986,1792791930.9599159 
 07/25  19:00:00,273317167.03161067,1792791930.9599159 
 07/25  20:00:00,196860292.04602927,1792791930.9599159 
 07/25  21:00:00,197765105.62937143,1792791930.9599159 
 07/25  22:00:00,98887927.4796197,1792791930.9599159 
 07/25  23:00:00,49438589.07487582,1792791930.9599159 
 07/25  24:00:00,38694479.62202592,1688428882.4407709 
 07/26  01:00:00,36545657.73145594,1688428882.4407709 
 07/26  02:00:00,36545657.73145594,1688428882.4407709 
 07/26  03:00:00,36545657.73145594,1688428882.4407709 
 07/26  04:00:00,36545657.73145594,1688428882.4407709 
 07/26  05:00:00,38137022.65685523,1688428882.4407709 
 07/26  06:00:00,88298912.43899798,1792791930.9599159 
 07/26  07:00:00,282598203.4099583,1792791930.9599159 
 07/26  08:00:00,800706348.9191254,2376289039.36661 
 07/26  09:00:00,781968129.3316743,2376289039.36661 
 07/26  10:00:00,776373465.0026543,2376289039.36661 
 07/26  11:00:00,773750215.3110728,2376289039.36661 
 07/26  12:00:00,775679182.4798765,2259589617.685271 
 07/26  13:00:00,767937497.2314122,2376289039.36661 
 07/26  14:00:00,767213335.280564,2376289039.36661 
 07/26  15:00:00,774355177.7921624,2376289039.36661 
 07/26  16:00:00,774590514.1721989,2376289039.36661 
 07/26  17:00:00,432992509.8257003,1909491352.6412544 
 07/26  18:00:00,272109671.82272315,1792791930.9599159 
 07/26  19:00:00,289108054.7498821,1792791930.9599159 
 07/26  20:00:00,197470544.82274377,1792791930.9599159 
 07/26  21:00:00,197765105.62937143,1792791930.9599159 
 07/26  22:00:00,98887927.4796197,1792791930.9599159 
 07/26  23:00:00,49438589.07487582,1792791930.9599159 
 07/26  24:00:00,38694479.62202592,1688428882.4407709 
 07/27  01:00:00,36545657.73145594,1688428882.4407709 
 07/27  02:00:00,36545657.73145594,1688428882.4407709 
 07/27  03:00:00,36545657.73145594,1688428882.4407709 
 07/27  04:00:00,36545657.73145594,1688428882.4407709 
 07/27  05:00:00,38137022.65685523,1688428882.4407709 
 07/27  06:00:00,88610730.29952097,1792791930.9599159 
 07/27  07:00:00,292578690.4591645,1792791930.9599159 
 07/27  08:00:00,863678762.725111,2376289039.36661 
 07/27  09:00:00,840074631.7488793,2376289039.36661 
 07/27  10:00:00,806232073.2210457,2376289039.36661 
 07/27  11:00:00,789766924.1053784,2376289039.36661 
 07/27  12:00:00,781271666.8266966,2259589617.685271 
 07/27  13:00:00,777877145.3502344,2376289039.36661 
 07/27  14:00:00,778971258.6151414,2376289039.36661 
 07/27  15:00:00,775824616.4628578,2376289039.36661 
 07/27  16:00:00,776137821.9689313,2376289039.36661 
 07/27  17:00:00,434789063.1040884,1909491352.6412544 
 07/27  18:00:00,270081231.9421434,1792791930.9599159 
 07/27  19:00:00,285915119.0539155,1792791930.9599159 
 07/27  20:00:00,197289961.48976064,1792791930.9599159 
 07/27  21:00:00,197765105.62937143,1792791930.9599159 
 07/27  22:00:00,98887927.4796197,1792791930.9599159 
 07/27  23:00:00,49438589.07487582,1792791930.9599159 
 07/27  24:00:00,38694479.62202592,1688428882.4407709 
 07/28  01:00:00,36545657.73145594,1688428882.4407709 
 07/28  02:00:00,36545657.73145594,1688428882.4407709 
 07/28  03:00:00,36545657.73145594,1688428882.4407709 
 07/28  04:00:00,36545657.73145594,1688428882.4407709 
 07/28  05:00:00,38137022.65685523,1688428882.4407709 
 07/28  06:00:00,88068259.6184467,1792791930.9599159 
 07/28  07:00:00,275224578.5621581,1792791930.9599159 
 07/28  08:00:00,777036786.5750387,2376289039.36661 
 07/28  09:00:00,767635115.6122255,2376289039.36661 
 07/28  10:00:00,766134049.2768176,2376289039.36661 
 07/28  11:00:00,766134049.2768176,2376289039.36661 
 07/28  12:00:00,766134049.2768176,2259589617.685271 
 07/28  13:00:00,766134049.2768176,2376289039.36661 
 07/28  14:00:00,766134049.2768176,2376289039.36661 
 07/28  15:00:00,766134049.2768176,2376289039.36661 
 07/28  16:00:00,766134049.2768176,2376289039.36661 
 07/28  17:00:00,425637184.84687287,1909491352.6412544 
 07/28  18:00:00,256461802.7966127,1792791930.9599159 
 07/28  19:00:00,269215619.60474443,1792791930.9599159 
 07/28  20:00:00,196799526.71892932,1792791930.9599159 
 07/28  21:00:00,197765105.62937143,1792791930.9599159 
 07/28  22:00:00,98887927.4796197,1792791930.9599159 
 07/28  23:00:00,49438589.07487582,1792791930.9599159 
 07/28  24:00:00,38694479.62202592,1597820222.8892183 
 07/29  01:00:00,36545657.73145594,1597820222.8892183 
 07/29  02:00:00,36545657.73145594,1597820222.8892183 
 07/29  03:00:00,36545657.73145594,1597820222.8892183 
 07/29  04:00:00,36545657.73145594,1597820222.8892183 
 07/29  05:00:00,36545657.73145594,1597820222.8892183 
 07/29  06:00:00,87508910.59069711,1792791930.9599159 
 07/29  07:00:00,88762848.7782897,1792791930.9599159 
 07/29  08:00:00,256409523.9417236,1909491352.6412544 
 07/29  09:00:00,255377965.44577354,1909491352.6412544 
 07/29  10:00:00,255377965.44577354,1909491352.6412544 
 07/29  11:00:00,255377965.44577354,1909491352.6412544 
 07/29  12:00:00,127688982.72288677,1734442220.1192467 
 07/29  13:00:00,127688982.72288677,1734442220.1192467 
 07/29  14:00:00,127688982.72288677,1734442220.1192467 
 07/29  15:00:00,127688982.72288677,1734442220.1192467 
 07/29  16:00:00,127688982.72288677,1734442220.1192467 
 07/29  17:00:00,42560946.22640398,1676092509.2785773 
 07/29  18:00:00,42815213.92687479,1676092509.2785773 
 07/29  19:00:00,36675106.59693276,1597820222.8892183 
 07/29  20:00:00,36577454.883991495,1597820222.8892183 
 07/29  21:00:00,36545657.73145594,1597820222.8892183 
 07/29  22:00:00,36545657.73145594,1597820222.8892183 
 07/29  23:00:00,36545657.73145594,1597820222.8892183 
 07/29  24:00:00,36545657.73145594,1597820222.8892183 
 07/30  01:00:00,36545657.73145594,1597820222.8892183 
 07/30  02:00:00,36545657.73145594,1597820222.8892183 
 07/30  03:00:00,36545657.73145594,1597820222.8892183 
 07/30  04:00:00,36545657.73145594,1597820222.8892183 
 07/30  05:00:00,36545657.73145594,1597820222.8892183 
 07/30  06:00:00,46455976.27902629,1676092509.2785773 
 07/30  07:00:00,43842391.469287306,1676092509.2785773 
 07/30  08:00:00,42595529.89440319,1676092509.2785773 
 07/30  09:00:00,42559924.65578557,1676092509.2785773 
 07/30  10:00:00,42559924.65578557,1676092509.2785773 
 07/30  11:00:00,42559924.65578557,1676092509.2785773 
 07/30  12:00:00,42559924.65578557,1676092509.2785773 
 07/30  13:00:00,42559924.65578557,1676092509.2785773 
 07/30  14:00:00,42559924.65578557,1676092509.2785773 
 07/30  15:00:00,42559924.65578557,1676092509.2785773 
 07/30  16:00:00,42559924.65578557,1676092509.2785773 
 07/30  17:00:00,42559924.65578557,1676092509.2785773 
 07/30  18:00:00,34862798.26675267,1597820222.8892183 
 07/30  19:00:00,36013766.46740219,1597820222.8892183 
 07/30  20:00:00,36545657.73145594,1597820222.8892183 
 07/30  21:00:00,36545657.73145594,1597820222.8892183 
 07/30  22:00:00,36545657.73145594,1597820222.8892183 
 07/30  23:00:00,36545657.73145594,1597820222.8892183 
 07/30  24:00:00,36545657.73145594,1688428882.4407709 
 07/31  01:00:00,36545657.73145594,1688428882.4407709 
 07/31  02:00:00,36545657.73145594,1688428882.4407709 
 07/31  03:00:00,36545657.73145594,1688428882.4407709 
 07/31  04:00:00,36545657.73145594,1688428882.4407709 
 07/31  05:00:00,38137022.65685523,1688428882.4407709 
 07/31  06:00:00,87368957.05349365,1792791930.9599159 
 07/31  07:00:00,265077434.95010558,1792791930.9599159 
 07/31  08:00:00,768154557.853241,2376289039.36661 
 07/31  09:00:00,766134049.2768176,2376289039.36661 
 07/31  10:00:00,766134049.2768176,2376289039.36661 
 07/31  11:00:00,766134049.2768176,2376289039.36661 
 07/31  12:00:00,766134049.2768176,2259589617.685271 
 07/31  13:00:00,766134049.2768176,2376289039.36661 
 07/31  14:00:00,766134049.2768176,2376289039.36661 
 07/31  15:00:00,766134049.2768176,2376289039.36661 
 07/31  16:00:00,766134049.2768176,2376289039.36661 
 07/31  17:00:00,425919095.78143144,1909491352.6412544 
 07/31  18:00:00,257285000.57771882,1792791930.9599159 
 07/31  19:00:00,283312653.0560647,1792791930.9599159 
 07/31  20:00:00,197765105.62937143,1792791930.9599159 
 07/31  21:00:00,197765105.62937143,1792791930.9599159 
 07/31  22:00:00,98887927.4796197,1792791930.9599159 
 07/31  23:00:00,49438589.07487582,1792791930.9599159 
 07/31  24:00:00,38694479.62202592,2114277911.0522914 
 08/01  01:00:00,36545657.73145594,2114277911.0522914 
 08/01  02:00:00,36545657.73145594,2114277911.0522914 
 08/01  03:00:00,36545657.73145594,2114277911.0522914 
 08/01  04:00:00,36545657.73145594,2114277911.0522914 
 08/01  05:00:00,38137022.65685523,2114277911.0522914 
 08/01  06:00:00,88608068.22632559,2218640959.5714364 
 08/01  07:00:00,291489485.0032335,2218640959.5714364 
 08/01  08:00:00,838615349.2693624,2802138067.978131 
 08/01  09:00:00,785784669.5815898,2802138067.978131 
 08/01  10:00:00,768653506.0653069,2802138067.978131 
 08/01  11:00:00,766152763.4804769,2802138067.978131 
 08/01  12:00:00,766134049.2768176,2685438646.296792 
 08/01  13:00:00,766134049.2768176,2802138067.978131 
 08/01  14:00:00,766134049.2768176,2802138067.978131 
 08/01  15:00:00,766134049.2768176,2802138067.978131 
 08/01  16:00:00,766134049.2768176,2802138067.978131 
 08/01  17:00:00,425638235.700269,2335340381.2527757 
 08/01  18:00:00,257557788.3417497,2218640959.5714364 
 08/01  19:00:00,283509922.7324261,2218640959.5714364 
 08/01  20:00:00,197765105.62937143,2218640959.5714364 
 08/01  21:00:00,197765105.62937143,2218640959.5714364 
 08/01  22:00:00,98887927.4796197,2218640959.5714364 
 08/01  23:00:00,49438589.07487582,2218640959.5714364 
 08/01  24:00:00,38694479.62202592,2114277911.0522914 
 08/02  01:00:00,36545657.73145594,2114277911.0522914 
 08/02  02:00:00,36545657.73145594,2114277911.0522914 
 08/02  03:00:00,36545657.73145594,2114277911.0522914 
 08/02  04:00:00,36545657.73145594,2114277911.0522914 
 08/02  05:00:00,38137022.65685523,2114277911.0522914 
 08/02  06:00:00,87768453.09902519,2218640959.5714364 
 08/02  07:00:00,267735994.6640444,2218640959.5714364 
 08/02  08:00:00,769548265.5596652,2802138067.978131 
 08/02  09:00:00,766402586.3846214,2802138067.978131 
 08/02  10:00:00,766134049.2768176,2802138067.978131 
 08/02  11:00:00,766134049.2768176,2802138067.978131 
 08/02  12:00:00,766134049.2768176,2685438646.296792 
 08/02  13:00:00,766134049.2768176,2802138067.978131 
 08/02  14:00:00,766134049.2768176,2802138067.978131 
 08/02  15:00:00,766134049.2768176,2802138067.978131 
 08/02  16:00:00,766134049.2768176,2802138067.978131 
 08/02  17:00:00,425752488.11679596,2335340381.2527757 
 08/02  18:00:00,257742703.70407665,2218640959.5714364 
 08/02  19:00:00,284658073.9132062,2218640959.5714364 
 08/02  20:00:00,197765105.62937143,2218640959.5714364 
 08/02  21:00:00,197765105.62937143,2218640959.5714364 
 08/02  22:00:00,98887927.4796197,2218640959.5714364 
 08/02  23:00:00,49438589.07487582,2218640959.5714364 
 08/02  24:00:00,38694479.62202592,2114277911.0522914 
 08/03  01:00:00,36545657.73145594,2114277911.0522914 
 08/03  02:00:00,36545657.73145594,2114277911.0522914 
 08/03  03:00:00,36545657.73145594,2114277911.0522914 
 08/03  04:00:00,36545657.73145594,2114277911.0522914 
 08/03  05:00:00,38137022.65685523,2114277911.0522914 
 08/03  06:00:00,88062959.60380459,2218640959.5714364 
 08/03  07:00:00,274685072.10741013,2218640959.5714364 
 08/03  08:00:00,774515467.5417409,2802138067.978131 
 08/03  09:00:00,766644675.7057672,2802138067.978131 
 08/03  10:00:00,766134049.2768176,2802138067.978131 
 08/03  11:00:00,766134049.2768176,2802138067.978131 
 08/03  12:00:00,766134049.2768176,2685438646.296792 
 08/03  13:00:00,766134049.2768176,2802138067.978131 
 08/03  14:00:00,766134049.2768176,2802138067.978131 
 08/03  15:00:00,766134049.2768176,2802138067.978131 
 08/03  16:00:00,766134049.2768176,2802138067.978131 
 08/03  17:00:00,425626872.82444584,2335340381.2527757 
 08/03  18:00:00,256836495.2804578,2218640959.5714364 
 08/03  19:00:00,283365367.4663314,2218640959.5714364 
 08/03  20:00:00,197765105.62937143,2218640959.5714364 
 08/03  21:00:00,197765105.62937143,2218640959.5714364 
 08/03  22:00:00,98887927.4796197,2218640959.5714364 
 08/03  23:00:00,49438589.07487582,2218640959.5714364 
 08/03  24:00:00,38694479.62202592,2114277911.0522914 
 08/04  01:00:00,36545657.73145594,2114277911.0522914 
 08/04  02:00:00,36545657.73145594,2114277911.0522914 
 08/04  03:00:00,36545657.73145594,2114277911.0522914 
 08/04  04:00:00,36545657.73145594,2114277911.0522914 
 08/04  05:00:00,38137022.65685523,2114277911.0522914 
 08/04  06:00:00,88550622.87552312,2218640959.5714364 
 08/04  07:00:00,290710091.2642064,2218640959.5714364 
 08/04  08:00:00,842583789.5255272,2802138067.978131 
 08/04  09:00:00,788078453.4750792,2802138067.978131 
 08/04  10:00:00,767142847.5386267,2802138067.978131 
 08/04  11:00:00,766134049.2768176,2802138067.978131 
 08/04  12:00:00,766134049.2768176,2685438646.296792 
 08/04  13:00:00,766134049.2768176,2802138067.978131 
 08/04  14:00:00,766134049.2768176,2802138067.978131 
 08/04  15:00:00,766134049.2768176,2802138067.978131 
 08/04  16:00:00,766134049.2768176,2802138067.978131 
 08/04  17:00:00,425638284.51077783,2335340381.2527757 
 08/04  18:00:00,256727153.21381292,2218640959.5714364 
 08/04  19:00:00,282579459.17741525,2218640959.5714364 
 08/04  20:00:00,197765105.62937143,2218640959.5714364 
 08/04  21:00:00,197765105.62937143,2218640959.5714364 
 08/04  22:00:00,98887927.4796197,2218640959.5714364 
 08/04  23:00:00,49438589.07487582,2218640959.5714364 
 08/04  24:00:00,38694479.62202592,2023669251.5007389 
 08/05  01:00:00,36545657.73145594,2023669251.5007389 
 08/05  02:00:00,36545657.73145594,2023669251.5007389 
 08/05  03:00:00,36545657.73145594,2023669251.5007389 
 08/05  04:00:00,36545657.73145594,2023669251.5007389 
 08/05  05:00:00,36545657.73145594,2023669251.5007389 
 08/05  06:00:00,87846645.26304016,2218640959.5714364 
 08/05  07:00:00,90069748.13884358,2218640959.5714364 
 08/05  08:00:00,256190959.68910486,2335340381.2527757 
 08/05  09:00:00,255377965.44577354,2335340381.2527757 
 08/05  10:00:00,255377965.44577354,2335340381.2527757 
 08/05  11:00:00,255377965.44577354,2335340381.2527757 
 08/05  12:00:00,127688982.72288677,2160291248.7307673 
 08/05  13:00:00,127688982.72288677,2160291248.7307673 
 08/05  14:00:00,127688982.72288677,2160291248.7307673 
 08/05  15:00:00,127688982.72288677,2160291248.7307673 
 08/05  16:00:00,127688982.72288677,2160291248.7307673 
 08/05  17:00:00,42561014.164065525,2101941537.890098 
 08/05  18:00:00,42842807.50009785,2101941537.890098 
 08/05  19:00:00,37825478.729251906,2023669251.5007389 
 08/05  20:00:00,36545657.73145594,2023669251.5007389 
 08/05  21:00:00,36545657.73145594,2023669251.5007389 
 08/05  22:00:00,36545657.73145594,2023669251.5007389 
 08/05  23:00:00,36545657.73145594,2023669251.5007389 
 08/05  24:00:00,36545657.73145594,2023669251.5007389 
 08/06  01:00:00,36545657.73145594,2023669251.5007389 
 08/06  02:00:00,36545657.73145594,2023669251.5007389 
 08/06  03:00:00,36545657.73145594,2023669251.5007389 
 08/06  04:00:00,36545657.73145594,2023669251.5007389 
 08/06  05:00:00,36545657.73145594,2023669251.5007389 
 08/06  06:00:00,46981853.40416403,2101941537.890098 
 08/06  07:00:00,46801897.3239166,2101941537.890098 
 08/06  08:00:00,44019820.15218598,2101941537.890098 
 08/06  09:00:00,42951043.31953108,2101941537.890098 
 08/06  10:00:00,42650318.5996954,2101941537.890098 
 08/06  11:00:00,42559924.65578557,2101941537.890098 
 08/06  12:00:00,42559924.65578557,2101941537.890098 
 08/06  13:00:00,42559924.65578557,2101941537.890098 
 08/06  14:00:00,42559924.65578557,2101941537.890098 
 08/06  15:00:00,42559924.65578557,2101941537.890098 
 08/06  16:00:00,42559924.65578557,2101941537.890098 
 08/06  17:00:00,42589997.515626095,2101941537.890098 
 08/06  18:00:00,35270906.16718741,2023669251.5007389 
 08/06  19:00:00,36560535.67332159,2023669251.5007389 
 08/06  20:00:00,36545657.73145594,2023669251.5007389 
 08/06  21:00:00,36545657.73145594,2023669251.5007389 
 08/06  22:00:00,36545657.73145594,2023669251.5007389 
 08/06  23:00:00,36545657.73145594,2023669251.5007389 
 08/06  24:00:00,36545657.73145594,2114277911.0522914 
 08/07  01:00:00,36545657.73145594,2114277911.0522914 
 08/07  02:00:00,36545657.73145594,2114277911.0522914 
 08/07  03:00:00,36545657.73145594,2114277911.0522914 
 08/07  04:00:00,36545657.73145594,2114277911.0522914 
 08/07  05:00:00,38137022.65685523,2114277911.0522914 
 08/07  06:00:00,88087223.72683337,2218640959.5714364 
 08/07  07:00:00,275012197.73441756,2218640959.5714364 
 08/07  08:00:00,773425218.5377693,2802138067.978131 
 08/07  09:00:00,766780645.5117507,2802138067.978131 
 08/07  10:00:00,766134049.2768176,2802138067.978131 
 08/07  11:00:00,766134049.2768176,2802138067.978131 
 08/07  12:00:00,766134049.2768176,2685438646.296792 
 08/07  13:00:00,766134049.2768176,2802138067.978131 
 08/07  14:00:00,766134049.2768176,2802138067.978131 
 08/07  15:00:00,766134049.2768176,2802138067.978131 
 08/07  16:00:00,766134049.2768176,2802138067.978131 
 08/07  17:00:00,425757094.9261297,2335340381.2527757 
 08/07  18:00:00,258430674.82858598,2218640959.5714364 
 08/07  19:00:00,286145876.8629964,2218640959.5714364 
 08/07  20:00:00,197765105.62937143,2218640959.5714364 
 08/07  21:00:00,197765105.62937143,2218640959.5714364 
 08/07  22:00:00,98887927.4796197,2218640959.5714364 
 08/07  23:00:00,49438589.07487582,2218640959.5714364 
 08/07  24:00:00,38694479.62202592,2114277911.0522914 
 08/08  01:00:00,36545657.73145594,2114277911.0522914 
 08/08  02:00:00,36545657.73145594,2114277911.0522914 
 08/08  03:00:00,36545657.73145594,2114277911.0522914 
 08/08  04:00:00,36545657.73145594,2114277911.0522914 
 08/08  05:00:00,38137022.65685523,2114277911.0522914 
 08/08  06:00:00,88534400.95283118,2218640959.5714364 
