Date/Time,Electricity:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 06/29  10:00:00,5459575938.761999,106130213.0462623 
 06/29  11:00:00,5362423531.438343,117966390.99100375 
 06/29  12:00:00,4981647807.849729,140680846.46726683 
 06/29  13:00:00,5511697017.640903,138573264.13513178 
 06/29  14:00:00,5548283313.6928215,96748053.99453935 
 06/29  15:00:00,5703287312.99795,82277245.74036817 
 06/29  16:00:00,5935303317.01226,116132633.71383604 
 06/29  17:00:00,4830114735.205718,80190114.7147049 
 06/29  18:00:00,4434650837.730151,69983650.08902968 
 06/29  19:00:00,4188026319.991934,59812681.898922086 
 06/29  20:00:00,4061673557.3774357,64530258.39332162 
 06/29  21:00:00,3967733981.148097,38411177.38964205 
 06/29  22:00:00,2999506042.4975815,38327369.18758575 
 06/29  23:00:00,3056136560.3128333,38356369.591219634 
 06/29  24:00:00,2764294163.1639376,26211168.0 
 06/30  01:00:00,2911211058.023245,26211168.0 
 06/30  02:00:00,2760276863.142106,26211168.0 
 06/30  03:00:00,2874832367.5651574,37893471.61103814 
 06/30  04:00:00,2878657612.8126698,26211168.0 
 06/30  05:00:00,3103628393.60614,26211168.0 
 06/30  06:00:00,3935763791.5485296,38411312.10551141 
 06/30  07:00:00,4058386205.5925374,65061054.833876416 
 06/30  08:00:00,5622493216.115004,96949241.85787866 
 06/30  09:00:00,5554580406.016508,98415164.26414952 
 06/30  10:00:00,5484134650.790143,113346545.34846064 
 06/30  11:00:00,5524815767.105876,117939297.3278997 
 06/30  12:00:00,5353291761.403018,140702411.51363423 
 06/30  13:00:00,5851772001.734065,133556196.06086656 
 06/30  14:00:00,5904606962.967306,88437230.91832097 
 06/30  15:00:00,5958045268.391403,94736962.06878722 
 06/30  16:00:00,6038826794.783085,116082102.04380974 
 06/30  17:00:00,4777124753.985989,80102886.77186778 
 06/30  18:00:00,4257735873.141962,65558576.374611095 
 06/30  19:00:00,4176562065.8528905,64258301.72168475 
 06/30  20:00:00,4175931805.6652923,56670382.742406406 
 06/30  21:00:00,4077292126.278135,45946239.94156935 
 06/30  22:00:00,3006790543.82816,38258965.03038829 
 06/30  23:00:00,3060684198.5418243,38141404.78756003 
 06/30  24:00:00,3246612870.438556,26211168.0 
 07/01  01:00:00,3407891356.6350365,26211168.0 
 07/01  02:00:00,3262222766.751742,26211168.0 
 07/01  03:00:00,3396567318.317533,26211168.0 
 07/01  04:00:00,3357501694.621422,37891559.3426891 
 07/01  05:00:00,3605616284.886488,26211168.0 
 07/01  06:00:00,4575196925.908804,38378894.45632911 
 07/01  07:00:00,4505958651.239396,51012731.91693827 
 07/01  08:00:00,4877789470.69012,51510195.617821656 
 07/01  09:00:00,4821215113.863015,73854457.74582571 
 07/01  10:00:00,4728625473.7251215,66346009.0410995 
 07/01  11:00:00,4784860034.6414,69099249.0107544 
 07/01  12:00:00,4372323195.019021,65330084.642705545 
 07/01  13:00:00,4449630344.818272,64990726.93394965 
 07/01  14:00:00,4492084702.020657,64100294.145529546 
 07/01  15:00:00,4514344455.2294855,51217841.42640877 
 07/01  16:00:00,4718731050.820625,51378978.0253191 
 07/01  17:00:00,4215993652.779216,38455290.773115814 
 07/01  18:00:00,3882264107.484681,50565026.03466662 
 07/01  19:00:00,3611799051.3331394,38468281.06517853 
 07/01  20:00:00,3770954140.189835,38419294.96317559 
 07/01  21:00:00,3506580496.98301,50909213.78620613 
 07/01  22:00:00,3588657963.0661297,38271322.194127984 
 07/01  23:00:00,3343225126.7111564,38299037.517044246 
 07/01  24:00:00,3413334709.987638,26211168.0 
 07/02  01:00:00,3288923983.9330034,26211168.0 
 07/02  02:00:00,3339674135.4041615,26211168.0 
 07/02  03:00:00,3249573801.7872643,26211168.0 
 07/02  04:00:00,3266565451.0981946,26211168.0 
 07/02  05:00:00,3245026488.6656737,37892731.76958141 
 07/02  06:00:00,3603631872.119208,38451108.18411906 
 07/02  07:00:00,3512694301.197341,38290014.49296067 
 07/02  08:00:00,3640187777.5049357,26211168.0 
 07/02  09:00:00,3404149310.523727,38256978.69476774 
 07/02  10:00:00,3432005836.036342,38289235.818333045 
 07/02  11:00:00,3422104612.044613,38374519.07896418 
 07/02  12:00:00,3553915621.30803,38401179.19519507 
 07/02  13:00:00,3526164458.2473774,50963877.175669 
 07/02  14:00:00,3594632771.1879354,38243059.27471658 
 07/02  15:00:00,3727596434.5703206,26211168.0 
 07/02  16:00:00,3931042988.078824,38281346.27161599 
 07/02  17:00:00,3966293306.415388,38294605.72345576 
 07/02  18:00:00,3979809963.3720427,38297458.78269607 
 07/02  19:00:00,3739309798.435058,38288702.29703926 
 07/02  20:00:00,3820538623.9905076,26211168.0 
 07/02  21:00:00,3333459213.888905,50684549.367930934 
 07/02  22:00:00,3145388288.0576434,26211168.0 
 07/02  23:00:00,2990480267.433584,38231688.5765256 
 07/02  24:00:00,3028317627.5841603,26211168.0 
 07/03  01:00:00,3020593649.278151,26211168.0 
 07/03  02:00:00,3114411345.1879797,37891985.78520909 
 07/03  03:00:00,2900644553.071693,26211168.0 
 07/03  04:00:00,3473802703.0921526,26211168.0 
 07/03  05:00:00,3470659562.6174803,26211168.0 
 07/03  06:00:00,4270488878.604271,38437812.311235495 
 07/03  07:00:00,4409854724.483745,64997698.888936386 
 07/03  08:00:00,5893812387.763574,96878189.415386 
 07/03  09:00:00,5825148963.719069,98335740.98971573 
 07/03  10:00:00,5780481263.834352,113247795.99093345 
 07/03  11:00:00,5924647065.268448,117809933.47783343 
 07/03  12:00:00,5661234605.020297,140513280.9107984 
 07/03  13:00:00,6031946841.3850155,129197504.40153617 
 07/03  14:00:00,6105947392.328079,90646643.87839748 
 07/03  15:00:00,6231034685.685535,96159237.76482576 
 07/03  16:00:00,6478845888.552206,115965445.40999436 
 07/03  17:00:00,5489166839.291622,80147957.13135004 
 07/03  18:00:00,5089655524.416949,65402114.72659202 
 07/03  19:00:00,4847432244.921527,64298660.20419866 
 07/03  20:00:00,4734873179.355571,51728513.29995686 
 07/03  21:00:00,4605590347.466763,50840174.09053348 
 07/03  22:00:00,3531166630.1622734,38304782.432081096 
 07/03  23:00:00,3668730249.300273,38221055.17919725 
 07/03  24:00:00,3476173847.1586347,26211168.0 
 07/04  01:00:00,3411334834.7901025,26211168.0 
 07/04  02:00:00,3487033301.8040605,26211168.0 
 07/04  03:00:00,3289942754.794415,26211168.0 
 07/04  04:00:00,3407384107.25254,26211168.0 
 07/04  05:00:00,3340283859.500687,37891123.04986128 
 07/04  06:00:00,3674626663.361326,38427175.05231206 
 07/04  07:00:00,3602062963.628727,37840057.600642204 
 07/04  08:00:00,3554550778.453728,26637522.192475118 
 07/04  09:00:00,3276925681.3460536,38242869.11398279 
 07/04  10:00:00,3346689699.350087,38207918.70360107 
 07/04  11:00:00,3449429280.246149,38390863.75776707 
 07/04  12:00:00,3518252555.435558,38365429.93346621 
 07/04  13:00:00,3475160114.1785116,50928705.814016506 
 07/04  14:00:00,3543018779.9875064,38394603.757077605 
 07/04  15:00:00,3487213667.861511,26211168.0 
 07/04  16:00:00,3761169226.621418,38273768.84254543 
 07/04  17:00:00,3828211448.754325,38287803.96073955 
 07/04  18:00:00,3807568165.8397064,38282441.42515066 
 07/04  19:00:00,3642485365.7462616,38271949.30235512 
 07/04  20:00:00,3744443749.842824,26211168.0 
 07/04  21:00:00,3577930085.1342344,50587766.53123496 
 07/04  22:00:00,3574685342.2728553,26211168.0 
 07/04  23:00:00,3341360306.872095,38212278.37723947 
 07/04  24:00:00,3448851228.5665884,26211168.0 
 07/05  01:00:00,3367111531.1835194,26211168.0 
 07/05  02:00:00,3261897962.6470375,37892449.3073452 
 07/05  03:00:00,3222165930.0244093,26211168.0 
 07/05  04:00:00,3558078632.5210633,26211168.0 
 07/05  05:00:00,3581091438.887385,26211168.0 
 07/05  06:00:00,4408064811.387467,38457943.66797434 
 07/05  07:00:00,4595091992.29771,65010398.86639458 
 07/05  08:00:00,6142243569.837118,96840989.23336151 
 07/05  09:00:00,6150177118.119023,98284058.7389371 
 07/05  10:00:00,6088262208.790753,113220783.98489611 
 07/05  11:00:00,6312928855.065178,117741731.5712578 
 07/05  12:00:00,5965863066.300552,140441599.85450444 
 07/05  13:00:00,6284516054.771606,123764834.45113988 
 07/05  14:00:00,6288942248.718184,95388323.5447067 
 07/05  15:00:00,6396620238.2078495,96135894.99562475 
 07/05  16:00:00,6281130181.740456,115901010.26958318 
 07/05  17:00:00,4717819485.820362,79993570.08987379 
 07/05  18:00:00,4308260058.629311,65307461.64923942 
 07/05  19:00:00,4558705394.884683,58159657.21881574 
 07/05  20:00:00,4601429790.599703,57696022.238385424 
 07/05  21:00:00,4428447356.980575,50548995.9059117 
 07/05  22:00:00,3173099613.671972,38335330.87953028 
 07/05  23:00:00,3104457460.715011,38319664.496208474 
 07/05  24:00:00,2881935022.765366,26211168.0 
 07/06  01:00:00,2912183587.39856,26211168.0 
 07/06  02:00:00,2880642542.183539,26211168.0 
 07/06  03:00:00,2909067253.2877073,26211168.0 
 07/06  04:00:00,3426606005.032321,26211168.0 
 07/06  05:00:00,3461260374.2775726,26211168.0 
 07/06  06:00:00,4239341027.3917665,50633033.94817748 
 07/06  07:00:00,4516084543.676364,65131972.54505873 
 07/06  08:00:00,6060477320.554566,91106714.17628969 
 07/06  09:00:00,6097629665.950193,104198660.06290549 
 07/06  10:00:00,6037447784.613783,98721341.02409986 
 07/06  11:00:00,6112540015.917099,117626660.8287631 
 07/06  12:00:00,5810806439.725601,140147123.69905338 
 07/06  13:00:00,6226089933.62574,138150170.09479806 
 07/06  14:00:00,6273427880.765016,96574834.05903956 
 07/06  15:00:00,6302756555.554039,82166568.09144571 
 07/06  16:00:00,6515168575.734413,115868936.02976766 
 07/06  17:00:00,5411888692.283576,80048576.99449144 
 07/06  18:00:00,4964259412.798639,65425574.37800782 
 07/06  19:00:00,4798925137.369576,64096394.1717916 
 07/06  20:00:00,4647901879.434464,64634879.00800893 
 07/06  21:00:00,4444786936.10092,38467180.20521053 
 07/06  22:00:00,3554331283.5325065,38315364.63678157 
 07/06  23:00:00,3652622553.295485,38272937.77131677 
 07/06  24:00:00,3391430497.43392,26211168.0 
 07/07  01:00:00,3447823638.985684,26211168.0 
 07/07  02:00:00,3379121643.514789,26211168.0 
 07/07  03:00:00,3431716798.7436457,26211168.0 
 07/07  04:00:00,3423794025.787064,37892455.9543134 
 07/07  05:00:00,3641313295.5291605,26211168.0 
 07/07  06:00:00,4440390582.50919,38457876.730162814 
 07/07  07:00:00,4621755642.747626,64752581.528340414 
 07/07  08:00:00,6200544019.37939,96803647.00815251 
 07/07  09:00:00,6168912597.806506,98222384.59655412 
 07/07  10:00:00,6075917048.810838,103400615.93978645 
 07/07  11:00:00,6176670992.72724,124170430.30469704 
 07/07  12:00:00,5931416330.99907,134224530.1768373 
 07/07  13:00:00,6322228364.210234,131904335.92804891 
 07/07  14:00:00,6327029518.557962,96906020.42606471 
 07/07  15:00:00,6469980488.845495,96082676.83408807 
 07/07  16:00:00,6712964981.487231,114101287.12378797 
 07/07  17:00:00,5540000489.697427,72991248.17721048 
 07/07  18:00:00,5062038380.257611,73723290.54518175 
 07/07  19:00:00,4939656326.365648,51550565.02480343 
 07/07  20:00:00,4801479111.76273,64563546.205862135 
 07/07  21:00:00,4579787878.628823,38456420.74418738 
 07/07  22:00:00,3507718263.002695,38353458.26105736 
 07/07  23:00:00,3631471930.5387797,38269259.47217727 
 07/07  24:00:00,3223390352.10147,26211168.0 
 07/08  01:00:00,3344031037.016985,26211168.0 
 07/08  02:00:00,3205592979.3709245,37893107.10758966 
 07/08  03:00:00,3349071408.6949463,26211168.0 
 07/08  04:00:00,3321361532.4674134,26211168.0 
 07/08  05:00:00,3543620865.1246905,26211168.0 
 07/08  06:00:00,4429036624.20329,38364214.881658144 
 07/08  07:00:00,4410556209.639937,50991414.802089036 
 07/08  08:00:00,4888949785.329501,62753712.21282546 
 07/08  09:00:00,4871300098.37142,66931369.72504312 
 07/08  10:00:00,4743619325.654451,64953909.837431855 
 07/08  11:00:00,4832899327.572299,65827998.336125754 
 07/08  12:00:00,4372517570.392477,65199057.44350025 
 07/08  13:00:00,4415098008.43873,64853740.56556788 
 07/08  14:00:00,4454065613.472104,64164886.693863064 
 07/08  15:00:00,4477065395.125738,51360402.04231299 
 07/08  16:00:00,4701152215.698247,51403253.53501913 
 07/08  17:00:00,4064417795.940986,50730264.80612397 
 07/08  18:00:00,3931156531.8549995,38474342.66094932 
 07/08  19:00:00,3549925596.706167,38384350.13173763 
 07/08  20:00:00,3811468050.7697372,38412159.90850085 
 07/08  21:00:00,3524928440.620969,50912645.79276442 
 07/08  22:00:00,3609614727.8399477,38342064.041836254 
 07/08  23:00:00,3500235550.8148704,38353980.17159441 
 07/08  24:00:00,3517573668.5292187,26211168.0 
 07/09  01:00:00,3288854685.0117254,26211168.0 
 07/09  02:00:00,3463150971.538474,26211168.0 
 07/09  03:00:00,3311518675.0225797,26211168.0 
 07/09  04:00:00,3462942366.763641,26211168.0 
 07/09  05:00:00,3350642154.5423656,37890344.50716549 
 07/09  06:00:00,3752158418.5533824,38400270.01096082 
 07/09  07:00:00,3633618517.4334207,38272986.76357811 
 07/09  08:00:00,3934527807.127599,26211168.0 
 07/09  09:00:00,3794027161.839814,38298065.13474816 
 07/09  10:00:00,3759817189.412939,38302389.55609541 
 07/09  11:00:00,3646107966.6510553,38334894.59946257 
 07/09  12:00:00,3783530103.4805803,38413171.56859475 
 07/09  13:00:00,3624636532.323848,50967045.58961454 
 07/09  14:00:00,3741583040.021019,38314347.42253901 
 07/09  15:00:00,3685555904.2114525,26211168.0 
 07/09  16:00:00,4179104953.156399,38287779.60009131 
 07/09  17:00:00,4198163326.6894755,38290442.388219655 
 07/09  18:00:00,4028180893.293733,38286642.1473767 
 07/09  19:00:00,3711911754.317244,26211168.0 
 07/09  20:00:00,3915545160.263479,38291040.87266994 
 07/09  21:00:00,3700333641.8613873,38461666.48053586 
 07/09  22:00:00,3709367390.7803135,38300677.00987462 
 07/09  23:00:00,3627501207.9787374,38254338.490014404 
 07/09  24:00:00,3752391505.7722487,26211168.0 
 07/10  01:00:00,3534646076.579906,26211168.0 
 07/10  02:00:00,3624155139.764928,26211168.0 
 07/10  03:00:00,3477126982.6043434,37890825.6658102 
 07/10  04:00:00,3676125466.2692137,26211168.0 
 07/10  05:00:00,3818974505.7421613,26211168.0 
 07/10  06:00:00,4851857515.348895,38243895.37072006 
 07/10  07:00:00,4959933081.785834,65047518.4834701 
 07/10  08:00:00,6621486694.811532,96757160.01076613 
 07/10  09:00:00,6517157446.453742,98185232.95343837 
 07/10  10:00:00,6393663699.9447975,108385083.1442037 
 07/10  11:00:00,6476502666.843901,122584528.68772131 
 07/10  12:00:00,6083502982.068123,133779090.95321354 
 07/10  13:00:00,6554111248.496721,128254232.93170598 
 07/10  14:00:00,6697365290.758142,96843785.06446102 
 07/10  15:00:00,6778613098.905094,96045629.45781659 
 07/10  16:00:00,6909007570.108217,115337059.41004954 
 07/10  17:00:00,5685199281.80142,72173551.83490855 
 07/10  18:00:00,5277263714.936748,73348870.43464048 
 07/10  19:00:00,5112052023.421511,51553828.995514296 
 07/10  20:00:00,4956863876.275036,64542344.10278183 
 07/10  21:00:00,4834632524.3658495,38476061.57123968 
 07/10  22:00:00,3720149942.637663,38355782.77998634 
 07/10  23:00:00,3756607359.902122,38322314.74993351 
 07/10  24:00:00,3523891126.230936,26211168.0 
 07/11  01:00:00,3645570073.4775186,26211168.0 
 07/11  02:00:00,3507391942.156947,37892889.34081037 
 07/11  03:00:00,3551315790.787698,26211168.0 
 07/11  04:00:00,3569319070.548712,26211168.0 
 07/11  05:00:00,3777664274.09855,26211168.0 
 07/11  06:00:00,4633258245.537578,38474412.46774009 
 07/11  07:00:00,4785058407.559645,64927575.07227591 
 07/11  08:00:00,6383795741.872694,96749912.09424058 
 07/11  09:00:00,6382977433.053831,98184483.04303834 
 07/11  10:00:00,6283967987.125243,113097248.91687968 
 07/11  11:00:00,6380422552.8522415,117581066.57495192 
 07/11  12:00:00,5950432645.502254,139526964.08719134 
 07/11  13:00:00,6337197005.322776,122559352.38666837 
 07/11  14:00:00,6458393896.763368,96807033.3555181 
 07/11  15:00:00,6569564550.550149,96109617.05054633 
 07/11  16:00:00,6761172263.711133,115761035.76914226 
 07/11  17:00:00,5503148367.168708,79906706.87353987 
 07/11  18:00:00,4970244762.915944,65389153.43847591 
 07/11  19:00:00,4793693365.033079,51464292.74660765 
 07/11  20:00:00,4702810145.459176,64597464.84304196 
 07/11  21:00:00,4573645609.95192,38371934.67163877 
 07/11  22:00:00,3518900601.7785654,38355114.2156149 
 07/11  23:00:00,3601930869.348876,38135719.98019081 
 07/11  24:00:00,3284380988.2977247,26211168.0 
 07/12  01:00:00,3402274885.986003,37893268.39642376 
 07/12  02:00:00,3181456494.790888,26211168.0 
 07/12  03:00:00,3322180986.546135,26211168.0 
 07/12  04:00:00,3425787879.977005,26211168.0 
 07/12  05:00:00,3595573685.1614246,26211168.0 
 07/12  06:00:00,4331975696.689345,38389267.35273339 
 07/12  07:00:00,4514063636.08579,64834458.44701636 
 07/12  08:00:00,5967289922.041031,96750514.12540221 
 07/12  09:00:00,5957583651.7455845,98178782.01721711 
 07/12  10:00:00,5960060643.830958,113040015.33417873 
 07/12  11:00:00,6104031440.423768,117553624.57522975 
 07/12  12:00:00,5818381997.243346,140131849.04087138 
 07/12  13:00:00,6341930252.023389,121896395.53552327 
 07/12  14:00:00,6424962841.017651,96757724.67869304 
 07/12  15:00:00,6416683666.689677,96083701.75077038 
 07/12  16:00:00,6648117922.36533,115741265.14953229 
 07/12  17:00:00,5508512887.430683,79845079.0345161 
 07/12  18:00:00,5046328073.791023,65328978.49687096 
 07/12  19:00:00,4853826419.259846,51535769.09149277 
 07/12  20:00:00,4775831032.931641,64602794.51035249 
 07/12  21:00:00,4593326422.524242,38443695.71071896 
 07/12  22:00:00,3534156929.764673,38352328.83452685 
 07/12  23:00:00,3531950096.7414017,38297432.42662336 
 07/12  24:00:00,3244843122.089546,26211168.0 
 07/13  01:00:00,3251025565.1513066,37893418.575200684 
 07/13  02:00:00,3342025920.5824394,26211168.0 
 07/13  03:00:00,3129033526.632598,26211168.0 
 07/13  04:00:00,3558871832.0345306,26211168.0 
 07/13  05:00:00,3560959617.122187,26211168.0 
 07/13  06:00:00,4381401638.422728,38320805.644364975 
 07/13  07:00:00,4436279495.128704,64743968.03177788 
 07/13  08:00:00,5923506140.810968,96745604.45315759 
 07/13  09:00:00,5847947436.581716,101590687.87441397 
 07/13  10:00:00,5826082832.692791,109569502.89136691 
 07/13  11:00:00,5933314749.12562,117529096.31224588 
 07/13  12:00:00,5665059823.155333,140061876.73892215 
 07/13  13:00:00,5967624629.683021,125120464.37356819 
 07/13  14:00:00,6015777274.901764,93827163.38875374 
 07/13  15:00:00,6052291918.331426,96042736.1729257 
 07/13  16:00:00,6118184006.107148,115724916.8200771 
 07/13  17:00:00,4930710525.00983,79833764.21581489 
 07/13  18:00:00,4415133717.793543,65294547.48103851 
 07/13  19:00:00,4348695389.136988,51556773.54845859 
 07/13  20:00:00,4293884285.172211,64555509.78799677 
 07/13  21:00:00,4208683575.1374955,39149530.710399225 
 07/13  22:00:00,3120457960.69972,37758549.26476244 
 07/13  23:00:00,2966108267.687313,38223194.52752046 
 07/13  24:00:00,2864833193.3764696,37893426.52300829 
 07/14  01:00:00,2801451124.1071982,26211168.0 
 07/14  02:00:00,2888020459.669057,26211168.0 
 07/14  03:00:00,2823217137.4185667,26211168.0 
 07/14  04:00:00,3434262334.357711,26211168.0 
 07/14  05:00:00,3653957015.095879,26211168.0 
 07/14  06:00:00,4408727906.105026,38438150.82374997 
 07/14  07:00:00,4543970533.986175,64708246.98613939 
 07/14  08:00:00,5988741666.009448,96734310.79853052 
 07/14  09:00:00,5914525527.527991,103271098.52435713 
 07/14  10:00:00,5803612159.730133,107861275.19597459 
 07/14  11:00:00,5879022346.308979,117512905.7928142 
 07/14  12:00:00,5640143149.683473,140029588.5172551 
 07/14  13:00:00,5913732571.634168,125903639.66229329 
 07/14  14:00:00,5874515993.669662,93100638.783212 
 07/14  15:00:00,5998419725.210989,96030904.66018993 
 07/14  16:00:00,6205304848.176306,115712537.96148297 
 07/14  17:00:00,5098070423.410563,79833947.45610656 
 07/14  18:00:00,4618971695.347262,65291168.230454445 
 07/14  19:00:00,4521941264.6178,51555374.49415772 
 07/14  20:00:00,4455998178.08095,64554615.85518861 
 07/14  21:00:00,4276545509.621037,38520474.01995707 
 07/14  22:00:00,3143398768.057531,38387875.02384141 
 07/14  23:00:00,2985794714.9770164,38211226.96297108 
 07/14  24:00:00,2769947258.4947004,37893569.83322303 
 07/15  01:00:00,2740727044.8181224,26211168.0 
 07/15  02:00:00,2737208984.2886543,26211168.0 
 07/15  03:00:00,2748878984.1088767,26211168.0 
 07/15  04:00:00,3292442490.1499057,26211168.0 
 07/15  05:00:00,3505220059.0785904,26211168.0 
 07/15  06:00:00,4355782362.161801,38432679.84093925 
 07/15  07:00:00,4164243953.968899,50904239.361579 
 07/15  08:00:00,4613832956.836028,64108663.74082686 
 07/15  09:00:00,4529852949.788252,65277478.88399145 
 07/15  10:00:00,4457075694.755855,64743187.34624492 
 07/15  11:00:00,4589596476.737545,65833304.48538422 
 07/15  12:00:00,4294040794.265965,77994191.53056118 
 07/15  13:00:00,4390163269.376509,61318413.21909471 
 07/15  14:00:00,4411557671.500881,55397748.79016663 
 07/15  15:00:00,4483246347.468151,51252783.96080656 
 07/15  16:00:00,4639279429.197979,51326131.62079699 
 07/15  17:00:00,4069592436.19832,50621296.09283489 
 07/15  18:00:00,3711325294.3423243,38449507.99609083 
 07/15  19:00:00,3591836362.2542386,38274027.409369044 
 07/15  20:00:00,3737923218.765749,38463353.19674453 
 07/15  21:00:00,3477291737.351674,50736025.0004082 
 07/15  22:00:00,3446229557.12151,38349513.543923065 
 07/15  23:00:00,3313898470.226553,38353616.598104954 
 07/15  24:00:00,3290310590.673085,26211168.0 
 07/16  01:00:00,3206608477.7336864,26211168.0 
 07/16  02:00:00,3319715571.420356,26211168.0 
 07/16  03:00:00,3337196808.845506,26211168.0 
 07/16  04:00:00,3236992674.777169,26211168.0 
 07/16  05:00:00,3257551384.552187,37891904.90024958 
 07/16  06:00:00,3596850841.489765,38371087.66722886 
 07/16  07:00:00,3598800219.465561,38273217.15142265 
 07/16  08:00:00,3844482166.7358494,26211168.0 
 07/16  09:00:00,3681345163.1990695,38234613.86216588 
 07/16  10:00:00,3630788546.5198193,38244586.41949396 
 07/16  11:00:00,3524725576.175888,38334465.82827326 
 07/16  12:00:00,3737544290.651083,38406432.28627347 
 07/16  13:00:00,3664814379.566745,50911757.70515434 
 07/16  14:00:00,3676321597.58865,38315782.30014848 
 07/16  15:00:00,3474211478.074611,26211168.0 
 07/16  16:00:00,3616888935.087413,38258457.014314815 
 07/16  17:00:00,3573107279.810086,38245929.02633022 
 07/16  18:00:00,3608780423.645065,38241387.21829091 
 07/16  19:00:00,3521974793.6326437,38242958.26468003 
 07/16  20:00:00,3736811306.064052,26211168.0 
 07/16  21:00:00,3560336266.716408,49223767.88109967 
 07/16  22:00:00,3519433515.023052,27586688.27852097 
 07/16  23:00:00,3370023538.3615785,38228695.80810527 
 07/16  24:00:00,3492993774.4924164,26211168.0 
 07/17  01:00:00,3433001241.752713,26211168.0 
 07/17  02:00:00,3377006645.5134287,26211168.0 
 07/17  03:00:00,3277046254.137938,37892832.87237443 
 07/17  04:00:00,3559332997.4481964,26211168.0 
 07/17  05:00:00,3521620454.117356,26211168.0 
 07/17  06:00:00,4521968402.152359,38451624.8495092 
 07/17  07:00:00,4667833106.90176,65021123.984149024 
 07/17  08:00:00,6162924834.311614,96708208.50345874 
 07/17  09:00:00,6111264321.519178,98125858.32665715 
 07/17  10:00:00,6080159091.823994,106166838.69199665 
 07/17  11:00:00,6224615839.649664,122198376.93083204 
 07/17  12:00:00,5887161881.355203,132419929.58042067 
 07/17  13:00:00,6250115668.0201235,131921681.01217434 
 07/17  14:00:00,6282728754.925472,96781467.27803358 
 07/17  15:00:00,6353647123.670578,96040368.36205736 
 07/17  16:00:00,6550046785.111898,107121657.87483741 
 07/17  17:00:00,5352814763.58527,74154256.20835313 
 07/17  18:00:00,4883002400.889669,78454748.38871372 
 07/17  19:00:00,4754968581.634886,51428625.57529754 
 07/17  20:00:00,4691129777.056526,64480508.992743954 
 07/17  21:00:00,4562453655.996481,38390945.09681058 
 07/17  22:00:00,3195549483.543052,38346832.273001835 
 07/17  23:00:00,3492336564.741403,38285088.61667544 
 07/17  24:00:00,3323592719.784826,26211168.0 
 07/18  01:00:00,3014062541.0308714,26211168.0 
 07/18  02:00:00,3294347206.2979136,37892967.43844554 
 07/18  03:00:00,3034796191.4396424,26211168.0 
 07/18  04:00:00,3656795361.200276,26211168.0 
 07/18  05:00:00,3702428569.588046,26211168.0 
 07/18  06:00:00,4569144032.3772135,38470089.59672529 
 07/18  07:00:00,4672837637.890242,65004574.91796182 
 07/18  08:00:00,6279791032.928367,96709373.80952936 
 07/18  09:00:00,6241829005.085027,98125917.40369071 
 07/18  10:00:00,6116933184.871249,107232670.75044942 
 07/18  11:00:00,6239632895.577356,122105828.53467235 
 07/18  12:00:00,5909894461.514069,132368950.07464756 
 07/18  13:00:00,6289253355.650252,130903727.93927644 
 07/18  14:00:00,6269043381.054992,96816173.21064419 
 07/18  15:00:00,6243511020.748356,96031469.67701286 
 07/18  16:00:00,6420817060.769682,108095640.63901739 
 07/18  17:00:00,5344888902.688753,73274688.4779929 
 07/18  18:00:00,4881393709.585361,78457724.73857026 
 07/18  19:00:00,4653309166.142651,51440320.42745808 
 07/18  20:00:00,4519627120.526334,64483631.96326053 
 07/18  21:00:00,4393058037.4544115,38421464.664719954 
 07/18  22:00:00,3167848411.566223,38330108.91033086 
 07/18  23:00:00,3101560798.4650536,38185774.395808704 
 07/18  24:00:00,2953540869.246667,26211168.0 
 07/19  01:00:00,2908821507.479037,26211168.0 
 07/19  02:00:00,2866453917.997083,26211168.0 
 07/19  03:00:00,2900079864.427003,37893160.5756154 
 07/19  04:00:00,3593382657.43293,26211168.0 
 07/19  05:00:00,3601955266.1873345,26211168.0 
 07/19  06:00:00,4489312449.3775625,38326809.30882481 
 07/19  07:00:00,4571801978.00907,65033823.69102503 
 07/19  08:00:00,6075999696.247852,96703284.10376857 
 07/19  09:00:00,6138273711.499632,98121284.7162279 
 07/19  10:00:00,6104469657.65016,105023346.04017018 
 07/19  11:00:00,6271273866.564474,122214225.17146721 
 07/19  12:00:00,6020810602.390196,132398329.80350228 
 07/19  13:00:00,6393884898.44626,133136075.54874513 
 07/19  14:00:00,6427577050.459892,96727551.88114132 
 07/19  15:00:00,6538142167.460653,96046076.73163155 
 07/19  16:00:00,6704651111.651474,105653836.4781456 
 07/19  17:00:00,5471249102.620979,75472775.15484644 
 07/19  18:00:00,4969398580.249378,78447625.73680012 
 07/19  19:00:00,4797741659.767704,51437755.88295324 
 07/19  20:00:00,4684111910.090184,64470060.02139299 
 07/19  21:00:00,4531454946.769488,38314727.75404853 
 07/19  22:00:00,3507110792.4708548,38353532.34675079 
 07/19  23:00:00,3503054653.066075,38257761.08685357 
 07/19  24:00:00,3390438909.789752,26211168.0 
 07/20  01:00:00,3364623693.566739,26211168.0 
 07/20  02:00:00,3343511319.1260853,37893301.30930146 
 07/20  03:00:00,3342947795.4108005,26211168.0 
 07/20  04:00:00,3524027171.657632,26211168.0 
 07/20  05:00:00,3544943735.0528507,26211168.0 
 07/20  06:00:00,4407463864.044291,38472238.805575304 
 07/20  07:00:00,4563123706.739727,65006386.90652411 
